Glottocode,LanguageName,Source,consonant,tone,vowel
east2542,OJIBWA,upsid,16,0,11
east2555,Chiriguano,saphon,24,0,24
east2563,Phan Rang Cham (Eastern Cham),gm,21,0,9
east2652,"Oromo, Eastern",gm,48,2,10
east2773,Dolakha Newar,ea,24,0,12
ebir1243,ebira,aa,19,3,9
efik1245,EFIK,upsid,13,0,7
efut1241,Efutu,gm,30,2,18
egaa1242,Ega,ph,27,3,9
eggo1239,Eggon,ph,30,5,7
egyp1253,ARABIC,upsid,27,0,8
egyp1253,Egyptian Arabic,spa,58,0,9
ejag1239,Ejagham,gm,19,3,7
ejag1239,EJAGHAM,upsid,20,0,7
ejag1239,ejagham de l'ouest,aa,21,4,7
ekar1243,EKARI,upsid,10,0,5
ekpe1253,Ekpeye,ph,24,4,9
elfd1234,Elfdalian,ea,37,0,50
elip1238,Nulibie,ph,19,4,7
eloy1241,Eloyi,gm,41,3,7
emai1241,emai,aa,27,0,21
embe1259,Emberá-Baudó,saphon,21,0,12
embe1260,Emberá-Catío,saphon,19,0,12
embe1262,Emberá-Chamí,saphon,16,0,12
emer1243,Emerillon,saphon,16,0,14
enap1235,Panare,saphon,13,0,7
enap1235,PANARE,upsid,12,0,13
enaw1238,Enawené-Nawé,saphon,13,0,12
endo1242,Endo,ph,13,3,20
enge1239,engenni,aa,20,3,10
epen1239,Epena,saphon,17,0,21
epen1239,EPENA PEDEE,upsid,17,0,14
erre1238,Erre,er,18,0,5
ersu1241,Ersu,ea,54,0,6
ersu1241,Lizu,uz,51,2,8
erzy1239,Erzya,ea,29,0,6
esee1248,Ese Eja,saphon,18,0,4
esee1248,Ese Ejja,saphon,17,0,4
esim1238,Esimbi,ph,29,0,8
esto1258,Estonian,ea,17,0,9
esto1258,Estonian,uz,45,0,9
eten1239,Iten,gm,63,5,6
eton1253,Eton,gm,21,2,15
even1259,Evenki,uz,18,0,11
even1259,Solon,ea,17,0,8
even1260,Even,ea,18,0,18
even1260,Even,spa,18,0,18
even1260,EVEN,upsid,17,0,10
ewee1241,eʋe,aa,27,3,12
ewee1241,Ewe,spa,28,3,14
ewee1241,EWE,upsid,26,0,14
ewon1239,ewondo,aa,15,3,7
ewon1239,EWONDO,upsid,26,0,8
eyak1241,EYAK,upsid,32,0,13
ezaa1238,ẹzaa,aa,27,2,9
ezha1238,Ezha,gm,33,0,6
faiw1243,Faiwol,ph,12,0,8
fali1285,Kirya-Konzɘl,gm,38,5,7
fang1246,Fan,ph,25,0,16
fang1248,Fang,gm,23,3,10
faro1244,Faroese,ea,16,0,20
fasu1242,FASU,upsid,11,0,10
fefe1239,FE?FE?,upsid,17,0,8
fefe1239,fe'efe'fe,aa,23,5,16
fern1234,Pichi,gm,21,2,7
fiji1243,FIJIAN,upsid,19,0,11
fili1244,Filipino,ph,17,0,10
finn1318,Finnish,ea,15,0,8
finn1318,Finnish,spa,25,0,17
finn1318,FINNISH,upsid,17,0,8
fipa1238,Fipa,gm,20,1,14
fonn1241,fɔn,aa,24,4,14
food1238,Foodo,gm,23,3,18
fore1265,Forest Enets,ea,25,0,8
fore1274,Forest Nenets,ea,25,0,13
fraf1238,Frafra,gm,20,2,8
friu1240,Friulian,ea,25,0,14
friu1240,Friulian,ph,25,0,14
fuli1240,Fuliiru,gm,24,2,10
fuli1240,fuliru,aa,25,0,10
fuln1247,IATE,upsid,18,0,12
fuln1247,Yaathe,saphon,21,0,12
furr1244,FUR,upsid,19,0,11
furu1242,Furu,ph,31,0,10
fwai1237,PO-AI,upsid,19,0,16
fwee1238,Fwe,ph,50,0,10
gaaa1244,ga,aa,24,2,12
gaaa1244,Ga,spa,32,3,12
gaaa1244,GA,upsid,29,0,12
gaaa1245,Tiba,gm,22,3,9
gaam1241,Gaahmg,gm,34,3,12
gaam1241,TABI,upsid,24,0,9
gabi1248,Gabi-Gabi,er,13,0,6
gade1236,Gade-Lohar,ra,31,0,19
gads1258,Gadsup,spa,9,4,6
gads1258,GADSUP,upsid,9,0,6
gaga1249,Gagauz,ea,28,0,18
gaga1251,Gaagudju,er,17,0,10
gagn1235,bété,aa,23,2,26
gagu1242,Gban,gm,20,4,12
gali1258,Galician,ea,23,0,7
gali1258,Galician,ph,21,0,7
gali1262,Carib,saphon,29,0,18
gali1262,Carib,spa,16,0,12
gali1262,CARIB,upsid,16,0,6
galo1242,Gallong,ra,17,0,12
gamb1251,Gambera,er,20,0,5
gami1243,Gamilaraay,er,15,0,6
gamo1243,Gamo,gm,26,0,10
gana1268,Bidhawal,er,17,0,8
gana1278,Muk-Thang,er,17,0,5
gana1278,Nulit,er,17,0,5
gana1278,Thangguai,er,17,0,5
gand1255,luganda,aa,19,4,10
gang1267,Gangalidda,er,18,0,6
gang1268,Barada,er,15,0,3
gang1268,Gabalbara,er,15,0,3
gang1268,Gangulu,er,16,0,6
gang1268,Ganulu,er,15,0,3
gang1268,Yetimarala,er,15,0,3
gara1269,GARAWA,upsid,19,0,3
gara1269,Garrwa,er,14,0,3
gara1269,Kunindirri,er,14,0,3
gari1254,Garig,er,21,0,3
garo1247,Garo,ra,16,0,5
garo1247,Garo,spa,21,0,5
gata1239,Didayi,ra,24,0,14
gata1239,Gtaʔ,ea,23,0,17
gava1241,Gavar,gm,47,3,5
gavi1246,Gavião do Jiparaná,saphon,19,0,10
gayo1244,Gayo,ph,19,0,8
gbag1258,GWARI,upsid,20,0,6
gbar1246,Gbari,ph,24,0,7
gbay1281,Mbodomo,gm,28,3,7
gbay1281,Mbodomo; Mbódɔ̀mɔ́,ph,28,2,7
gbay1287,gbaya,aa,29,4,12
gbay1287,Gbeya,spa,31,2,12
gbay1287,GBEYA,upsid,31,0,12
gbay1288,kresh,aa,41,5,10
gbes1238,gbesi,gm,31,3,13
genn1243,gɛn-mina,aa,52,6,26
gheg1238,Gheg Albanian,ea,27,0,16
ghod1238,Godoberi,ea,53,0,13
ghom1247,Banjun,gm,36,5,18
gida1240,Gidabal,er,13,0,8
gida1247,Kada,ph,28,2,8
giky1238,Gechode,gm,29,0,22
gily1242,Gilyak,spa,34,0,10
gily1242,Nivkh,ea,28,0,6
gily1242,NIVKH,upsid,28,0,7
giny1241,Genyanga,gm,31,0,22
giry1241,Giryama,gm,40,2,5
giry1241,Jiβana,gm,40,2,5
giry1241,Raβai,gm,40,2,5
giry1241,Reβe,gm,40,2,5
glav1244,Glavda,gm,34,2,7
godi1239,godié,aa,26,3,13
goli1247,Golin,ph,13,0,10
gonj1241,gonja,aa,23,2,14
goon1238,Gooniyandi,er,19,0,4
gore1235,Goreng,er,17,0,5
gour1243,gulmancema,aa,20,3,10
gras1249,KOIARI,upsid,11,0,5
guah1255,Guahibo,saphon,17,0,18
guah1255,GUAHIBO,upsid,17,0,12
guaj1255,Guajajara,ph,14,0,7
guaj1255,Guajajára,saphon,15,0,7
guaj1256,Guajá,saphon,12,0,12
guam1248,Guambiano,saphon,20,0,5
guam1248,GUAMBIANO,upsid,18,0,6
guan1269,Wanano,ph,16,2,6
guan1269,Wanano,saphon,16,0,12
guan1270,Kinikinao,saphon,13,0,10
guar1292,Guarayu,saphon,14,0,12
guar1293,Warekena,saphon,17,0,8
guat1253,Guató,saphon,17,0,8
guay1257,Guayabero,saphon,16,0,6
guda1243,Gudanji,er,16,0,3
gude1246,Gu'de,gm,30,2,4
gude1246,guɗe,aa,30,2,4
gudj1237,Gudjal,er,15,0,3
guer1243,AMUZGO,upsid,25,0,12
guga1239,Kukatj,er,16,0,7
gugu1253,Gugu Badhun,er,14,0,3
gugu1254,Koko Bera,er,15,0,6
gugu1255,Guugu Yimidhirr,er,17,0,6
guin1254,"Kpelle, North",gm,24,3,12
guin1254,kpɛlɛwoo,aa,27,0,8
guja1252,Gujarati,ea,31,0,27
guja1252,Gujarati,ra,35,0,25
guja1253,Gojri,ra,35,3,19
guja1253,Gojri; Gujari; Gujar,ph,32,0,18
guma1252,Kunwinjku,er,22,0,5
guma1253,Gumatj,er,25,0,6
gume1239,Gumer,gm,35,0,7
gumu1244,Gumuz,gm,34,0,10
gund1246,Gun-Dedjnjenghmi,er,22,0,5
gund1246,Gun-Djeihmi,er,22,0,5
gund1248,Gundungurra,er,19,0,6
gune1238,Kune,er,22,0,6
gung1248,Gungabula,er,16,0,4
gunw1252,Gunwinggu,ph,19,0,5
guny1241,Gunya,er,25,0,6
gupa1247,Gupapuyngu,er,25,0,6
gura1252,Gurr-Goni,er,22,0,5
gurd1238,Kurtjar,er,19,0,9
gure1255,Gureng-gureng,er,13,0,10
gure1255,Guweng,er,13,0,10
guri1247,Gurindji,er,17,0,6
guro1248,Gouro,gm,26,3,28
guru1261,Gurung,ea,29,0,20
guwa1242,Guwa,er,20,0,3
guwa1243,Guwamu,er,15,0,6
guwa1244,Guwar,er,13,0,6
gwan1268,Gwandara (Cancara),gm,32,8,12
gwan1268,Gwandara (Gitata),gm,35,8,21
gwan1268,Gwandara (Karshi),gm,28,8,10
gwan1268,Gwandara (Koro),gm,28,8,12
gwan1268,Gwandara (Nimbia),gm,43,8,14
gwan1268,Gwandara (Toni),gm,28,8,12
gwen1239,Kigweno,gm,24,0,5
hadi1240,Hadiyya,gm,46,0,10
hadz1240,HADZA,upsid,57,0,5
hain1253,bozo,aa,20,0,14
haio1238,San,gm,24,0,5
haka1240,LAI,upsid,45,0,7
hakk1236,Hakka,spa,21,4,6
hakk1236,HAKKA,upsid,16,0,6
hakk1236,Hakka Chinese,ea,23,0,16
hakk1236,Hakka Chinese,uz,26,5,16
halb1244,Halbi,ra,29,0,13
halh1238,Khalkha,spa,21,0,14
halh1238,KHALKHA,upsid,21,0,12
halk1245,Chilliwak Halkomelem,ph,32,3,12
hame1242,HAMER,upsid,25,0,10
hang1258,hanga,aa,23,0,6
hang1260,Kihangaza,gm,23,2,10
hang1263,Hanga Hundi; Kwasengen; West Wosera,ph,16,0,7
hara1271,Harari,gm,25,0,9
haus1257,hausa,aa,58,0,16
haus1257,Hausa,spa,32,3,10
haus1257,Hausa,uz,32,4,10
haus1257,HAUSA,upsid,31,0,7
hawa1245,Hawaiian,spa,9,0,10
hawa1245,HAWAIIAN,upsid,8,0,5
hawk1239,Darkinyung,er,15,0,3
haya1250,Haya,ph,19,0,10
hdii1240,Hide,gm,37,0,4
hebr1245,Hebrew,uz,22,0,5
hebr1245,Israeli Hebrew,ea,20,0,5
hebr1245,Modern Hebrew,spa,24,0,6
heib1243,Heiban,gm,27,0,7
hela1238,Yolmo,ea,36,0,10
here1253,herero,gm,19,2,5
hili1240,Hiligaynon,gm,20,0,5
hind1269,Hindi,ea,34,0,21
hind1269,Hindi,ra,37,0,21
hind1269,Hindi,uz,63,0,11
hind1269,Hindi-Urdu,spa,71,0,23
hind1269,HINDI-URDU,upsid,40,0,21
hixk1239,HIXKARYANA,upsid,18,0,5
hixk1239,Hixkaryána,saphon,18,0,5
hmon1264,Hmong Njua,ea,48,0,13
hoav1238,Hoava,ph,16,0,5
holo1240,Holoholo,gm,17,2,7
hooo1248,Ho,ea,22,0,13
hooo1248,Ho,ra,24,0,19
hopi1249,Hopi,spa,31,0,18
hopi1249,HOPI,upsid,22,0,6
huaa1248,!Xóõ,gm,130,3,28
hual1241,Huallaga Huánuco Quechua,saphon,16,0,6
huam1247,Huambisa,saphon,15,0,8
huam1248,Huallaga (Huanuco) Quechua,ph,21,0,10
huar1255,Warihio,ph,12,0,14
huas1242,Huastec,ph,26,0,10
huas1242,HUASTECO,upsid,21,0,5
huay1240,Huaylas,ph,20,0,10
huba1236,Kilba,gm,24,2,5
hueh1236,"Tepehua, Huehuetla; Tepehua de Hidalgo; Tepehua de Huehuetla",ph,26,0,10
huic1243,Huichol,ph,15,0,10
huml1238,Humla Bhotia,ea,41,0,28
hung1274,Hungarian,ea,25,0,14
hung1274,Hungarian,spa,50,0,15
hung1274,Hungarian,uz,50,0,14
hung1274,HUNGARIAN,upsid,26,0,14
hung1278,Kihungan,ph,20,3,10
hunz1247,Hunzib,uz,36,0,24
hupa1239,Hupa,spa,35,0,7
hupa1239,HUPA,upsid,28,0,7
hupd1244,Hup,ph,20,0,9
hupd1244,Hup,saphon,19,0,15
huro1249,Huron,ph,11,0,6
iaai1238,Iai,spa,33,0,19
iaai1238,IAI,upsid,36,0,16
iban1261,Ibani,ph,25,3,10
iban1264,IBAN,upsid,19,0,6
ibib1240,Ibibio,ph,17,2,13
icel1247,Icelandic,ea,30,0,15
icel1247,Icelandic,spa,23,0,16
idaa1241,Ida''an',ph,17,0,6
idom1241,Idu,gm,47,5,23
ifee1241,ifɛ̀,aa,19,3,12
iged1239,igede,aa,24,4,10
igna1246,Ignaciano,saphon,15,0,4
igna1246,Moxo,spa,21,0,4
igna1246,MOXO,upsid,21,0,4
igoo1238,ahlõ,aa,23,3,7
igoo1238,Igo,gm,23,3,7
ikal1242,Ikalanga,gm,62,4,5
ikar1243,Ikarranggal,er,18,0,5
ikar1243,Takalak,er,17,0,10
ikkk1242,IK,upsid,31,0,13
ikpe1245,Ikpeng,saphon,12,0,6
ikwe1242,Ikwere,gm,23,5,18
ikwo1238,ikwo,aa,29,2,9
ilga1238,Ilgar,er,21,0,3
ilok1237,Ilocano,ea,19,0,6
ilok1237,Ilocano,ph,17,0,4
ilok1237,Iloko/Ilocano,gm,17,0,6
imba1240,Imbabura Quichua,saphon,17,0,3
imon1245,Imonda,ph,13,0,10
inap1243,Iñapari,saphon,13,0,18
indo1316,Indonesian,gm,23,0,8
indo1316,Indonesian,ph,22,0,9
indo1317,SAMA,upsid,26,0,6
inga1252,Inga,saphon,19,0,3
ingu1240,Ingush,ea,52,0,17
ingu1240,Ingush,ph,35,0,13
inor1238,Endegen,gm,39,0,6
inor1238,Ener,gm,39,0,6
inor1238,Ennemor,gm,40,0,7
iqui1243,Iquito,saphon,11,0,8
iran1263,IRANXE,upsid,21,0,18
iran1263,Mỹky,saphon,21,0,22
iraq1241,Iraqw,spa,33,3,12
iraq1241,IRAQW,upsid,33,0,12
irar1238,IRARUTU,upsid,12,0,7
irig1241,Rigwe,gm,79,4,12
iris1253,Irish,ea,69,0,32
iris1253,Irish,uz,35,0,15
iris1253,IRISH,upsid,45,0,24
iris1253,Irish Gaelic,spa,44,0,24
irul1243,Irula,ra,31,0,21
irul1243,Kasaba,ra,23,0,7
iseb1246,Ngomba,ph,9,0,14
ishk1246,Ishkashimi,ea,32,0,7
isla1278,Island Carib,spa,17,0,12
isla1278,ISLAND CARIB,upsid,16,0,11
isok1239,ISOKO,upsid,28,0,9
isth1244,Isthmus (Juchitán) Zapotec,uz,22,3,7
ital1282,Italian,ea,23,0,7
ital1282,Italian,ph,23,0,7
ital1282,Italian,uz,39,0,31
itel1242,Itelmen,ea,27,0,5
itel1242,ITELMEN,upsid,27,0,5
iton1250,Itonama,saphon,19,0,6
iton1250,Itonama,spa,19,0,6
iton1250,ITONAMA,upsid,19,0,6
iumi1238,MIEN,upsid,33,0,8
iumi1238,Yao,spa,35,6,8
ivat1242,IVATAN,upsid,19,0,4
iwai1244,Iwaidja,er,20,0,3
iwam1256,IWAM,upsid,11,0,6
iyiv1238,Iyive,gm,53,4,7
iyow1239,Chorote,saphon,16,0,5
izer1241,Hill Jarawa,ph,28,0,11
izer1241,Izere,gm,27,5,7
izii1239,izi,aa,40,2,9
izon1238,KOLOKUMA IJO,upsid,19,0,18
jahh1242,Jah-Hut,ea,22,0,30
jama1261,Jamamadí,saphon,12,0,4
jama1261,Jarawara,ph,11,0,4
jama1261,Jarawara,saphon,11,0,8
jama1262,Jamaican Creole,ph,21,0,12
jams1239,"Jamsay, Dogon",gm,37,2,21
jand1248,Jandai,er,13,0,6
japh1234,Japhug,ea,50,0,8
japr1238,Japreria,saphon,14,0,6
japr1238,JAPRERIA,upsid,12,0,12
jaqa1244,Aymara,spa,36,0,6
jaqa1244,Jaqaru,saphon,36,0,6
jaqa1244,JAQARU,upsid,36,0,3
jaru1254,Jaru,er,17,0,6
jauj1238,Huanca,ph,22,0,5
jauj1238,Jauja-Huanca Quechua,saphon,16,0,6
jaun1243,Jaunsari,ra,34,0,17
java1254,Javanese,gm,24,0,9
java1254,Javanese,spa,22,0,8
java1254,JAVANESE,upsid,21,0,8
jebe1250,JEBERO,upsid,19,0,4
jebe1250,Shiwilu,saphon,17,0,4
jeme1245,Jemez,ph,39,0,22
jenn1240,Kattunaika,ra,26,0,7
jere1244,Jere,gm,24,4,16
jerr1238,Jèrriais,ea,23,0,32
jiar1240,Caodeng rGyalrong,ea,52,0,11
jiar1240,Jiarong,ph,49,0,8
jica1244,Jicarilla Apache,ph,34,3,19
jita1239,Jita,gm,17,2,10
jola1262,Joola Huluf,gm,31,0,20
jola1263,DIOLA,upsid,19,0,10
jola1263,joola,aa,19,0,10
jowu1238,jowulu,gm,20,4,21
juan1238,Juang,ea,19,0,18
juan1238,Juang,ph,19,0,10
juan1238,Juang,ra,24,0,12
jude1256,Juhuri,ea,23,0,8
juho1239,!XU,upsid,95,0,46
juma1249,Júma,saphon,12,0,12
jumj1238,Jumjum,gm,20,3,16
jung1240,Inga,saphon,13,0,3
jurm1239,jur mödö,aa,31,0,18
juru1256,Jurúna,saphon,18,0,10
kaba1278,Kabardian,ea,146,0,23
kaba1278,Kabardian,spa,49,0,7
kaba1278,KABARDIAN,upsid,49,0,7
kabi1260,Barunggam,er,13,0,10
kabi1260,Butchulla,er,16,0,8
kabi1261,Kabiye,ph,22,2,23
kabi1261,kabiyɛ,aa,24,0,23
kabu1256,Cape Verde Creole,gm,21,0,7
kaby1243,Kabyle,ph,27,0,3
kach1280,JINGPHO,upsid,25,0,5
kadi1248,Kadiweu,ph,23,0,8
kadi1248,Kadiwéu,saphon,23,0,8
kafa1242,KEFA,upsid,22,0,5
kagf1238,West Kainji,gm,36,4,16
kagu1239,Kagulu,gm,26,0,5
kahe1238,Kikahe,gm,22,0,10
kain1272,Kaingang,saphon,11,0,5
kain1272,KAINGANG,upsid,13,0,14
kaiw1246,Kaiwá,saphon,14,0,12
kaka1265,Kakabe,gm,22,2,14
kako1242,Kako,gm,33,2,12
kako1242,kakɔ,aa,33,4,13
kala1377,Kala Lagaw Ya,er,18,0,6
kala1377,KALA LAGAW YA,upsid,18,0,6
kala1378,Kala Kawaw Ya,er,18,0,6
kala1379,Galaagu,er,20,0,6
kala1380,Garlali,er,18,0,3
kala1381,Kalabari; Kirike; Kalabari-Ijo,ph,22,3,18
kala1399,Inuit,spa,32,0,6
kala1399,INUIT,upsid,19,0,3
kala1401,Kalaamaya,er,20,0,6
kali1299,Kaliai,spa,18,0,10
kalk1246,Kalkatungu,er,20,0,6
kalk1246,KALKATUNGU,upsid,20,0,3
kalm1243,Kalmyk,ea,23,0,16
kama1351,Kamassian,ea,26,0,11
kama1365,WOISIKA,upsid,16,0,12
kama1367,Kamasau,ph,23,0,6
kama1373,Kamayurá,saphon,14,0,12
kamb1297,Kikamba,gm,13,4,14
kamb1298,Kambe,gm,40,2,5
kamb1299,Kambera,gm,19,0,10
kamb1316,Kambaata,gm,49,0,10
kamw1239,Higi,gm,26,2,7
kang1280,Kangri,ra,29,0,12
kang1281,Kangjia,ea,27,0,9
kang1288,Kanga (Kanga),gm,54,2,20
kang1288,Kanga (Kufa),gm,53,2,20
kani1276,Kaniyang,er,17,0,5
kano1245,Kanoe,ph,12,0,14
kano1245,Kanoé,saphon,12,0,14
kara1462,Tofa,ea,28,0,39
kara1464,Karaim,ea,29,0,8
kara1467,Karakalpak,ea,25,0,13
kara1474,Karata,ea,46,0,10
kara1474,Tukita,ea,45,0,8
kara1476,Garadjari,ph,17,0,3
kara1476,Karajarri,er,17,0,4
kara1478,karaŋ,aa,30,4,6
kara1483,Karimojong,gm,21,6,39
kara1500,Karajá,saphon,9,0,15
kara1508,Karangura,er,22,0,3
karb1241,Karbi (Mikir),ra,28,3,11
kare1335,Karelian,ea,16,0,14
kare1338,Kare,gm,30,3,24
kari1255,Karirí-Xocó,saphon,14,0,7
kari1301,Karipuna Creole,ph,22,0,10
kari1304,Kariyarra,er,20,0,3
kari1311,Karitiâna,saphon,11,0,20
kari1311,Karitiana; Karitiâna,ph,11,0,14
karo1304,Karok,spa,27,3,11
karo1304,KAROK,upsid,16,0,11
karo1306,Karo,ph,14,2,11
karo1306,Karo,saphon,14,0,11
kart1247,Kartujarra,er,17,0,7
kase1253,kasem,aa,19,1,20
kase1253,kasɩm,aa,21,4,20
kash1277,Kashimiri,spa,27,0,29
kash1277,Kashmiri,ra,28,0,28
kash1277,KASHMIRI,upsid,27,0,28
katc1249,KADUGLI,upsid,22,0,5
katc1249,Kadugli (Kadugli),gm,39,3,20
katc1249,Kadugli (Katcha),gm,39,2,20
katc1249,Kadugli (Miri),gm,41,2,20
katc1250,Katcha,spa,23,2,7
kaum1238,Kauma,gm,40,2,5
kaur1267,Kaurna,er,20,0,5
kawa1283,KAWAIISU,upsid,25,0,6
kawa1290,Ogh Awarrangg,er,23,0,5
kawa1290,Ogh Unyjan,er,23,0,5
kaxa1239,Kaxararí,saphon,15,0,5
kaxu1237,Kaxuiâna,saphon,12,0,6
kaya1319,Kayardild,er,17,0,6
kaya1319,Yangkaralda,er,18,0,6
kaya1329,Kaiabi,ph,14,0,10
kaya1329,Kayabí,saphon,14,0,12
kaya1330,Mebengokre,saphon,16,0,17
kayt1238,Kaytetye,er,40,0,3
keda1250,Kedayan,uz,18,0,4
keig1242,Keiga,gm,37,2,20
kekc1242,K'EKCHI,upsid,21,0,5
kela1255,Kela,ph,16,0,14
kele1255,Iikile,gm,21,2,7
keli1248,Kaliko,gm,36,3,6
keme1240,Kemezung,gm,20,6,8
kens1251,Kensei Nsei,ph,55,0,10
keny1279,Kenyang,ph,21,0,20
keoo1238,Ke''o; Kéo',ph,24,0,6
kera1255,Kera,uz,24,0,6
kera1255,KERA,upsid,24,0,6
kera1256,Keramin,er,20,0,3
kete1252,kete,gm,16,4,5
kett1243,Ket,ea,14,0,11
kett1243,Ket,spa,18,0,14
kett1243,KET,upsid,18,0,7
kgal1244,Shekgalagari,gm,43,2,8
khak1248,Khakas,ea,23,0,16
khal1271,Khalkhal,ea,23,0,14
kham1282,Brag-g.yab Tibetan,ea,40,0,21
kham1282,Dongwang Tibetan,ea,49,0,29
kham1282,Kami Tibetan,ea,56,0,21
kham1282,Kham Tibetan,ea,44,0,7
kham1282,Nangchenpa Tibetan,ea,60,0,36
kham1282,Rgyalthang Tibetan,ea,44,0,18
kham1282,Sangdam Tibetan,ea,49,0,15
kham1282,Soghpo Tibetan,ea,100,0,33
khan1273,Eastern Khanty,ph,18,0,13
khan1273,KHANTY,upsid,19,0,13
khan1273,Northern Khanty,ea,58,0,29
khan1273,Ostyak,spa,19,0,13
khar1287,Kharia,ea,34,0,5
khar1287,Kharia,ph,37,0,10
khar1287,Kharia,ra,31,0,14
khar1287,Kharia,spa,31,0,10
khar1287,KHARIA,upsid,31,0,5
khas1269,Khasi,ra,27,0,13
khas1269,Khasi,spa,19,0,9
khas1269,KHASI,upsid,21,0,8
khez1235,Khezha,ra,42,3,8
khit1238,Kithaulhu,saphon,13,0,18
khmu1256,KHMU?,upsid,23,0,18
kich1262,Quiche,ph,22,0,10
kiku1240,kikuyu,aa,18,0,14
kild1236,Kildin Saami,ea,113,0,15
kima1244,Kimaragang,gm,18,0,5
kima1246,Khmu,ph,20,4,20
kinn1249,Kinnauri; Kanauri,ph,31,0,15
kiny1244,Kinyarwanda,ph,39,0,10
kiow1266,KIOWA,upsid,22,0,20
kips1239,Kipsigis,gm,14,4,19
kirg1245,Kirghiz,spa,20,0,16
kirg1245,KIRGHIZ,upsid,22,0,8
kirg1245,Kyrgyz,ea,21,0,16
kiri1254,Kirike,ph,24,2,10
kisa1263,Olukisa,gm,24,4,10
kist1241,Goggot,gm,34,0,7
kita1249,maninka-kan,aa,19,0,14
kitj1240,Kija,er,19,0,5
kitu1245,munukutuba,aa,17,0,5
kitu1246,Kituba,gm,15,2,5
klam1254,KLAMATH,upsid,33,0,4
klao1243,KLAO,upsid,11,0,16
koal1240,Koalib,gm,29,0,16
koas1236,Koasati,ph,15,4,6
koda1255,Kod̩agu,ra,27,0,25
kofy1242,Kofyar,gm,23,3,10
koho1244,SRE,upsid,27,0,10
kohu1244,KOHUMONO,upsid,28,0,10
koka1244,Kukata,er,17,0,6
kokb1239,Tripuri,ra,25,0,9
kokn1236,Kok Nar,er,18,0,7
koko1269,Kokota,ph,22,0,5
komc1235,kom,aa,59,7,9
komi1268,Komi,spa,29,0,7
komi1268,KOMI,upsid,26,0,7
komi1268,Komi-Zyrian,ea,30,0,7
komi1269,Komi-Permyak,ea,30,0,7
komi1277,Yodzyak Komi,ea,29,0,8
komo1258,KOMA,upsid,23,0,8
komo1258,Komo,gm,23,0,5
komo1260,komo,aa,24,4,7
kond1295,Kon̩d̩a or Kubi,ra,23,0,20
kond1303,Konda,ea,23,0,10
konk1267,Konkani,ra,35,0,10
konk1267,KONKANI,upsid,19,0,18
konk1269,konkomba,aa,22,8,12
konk1269,Konkomba,gm,21,3,14
konn1242,Konni,ph,31,0,18
koon1245,kɔɔzime,aa,22,6,24
koor1239,Koorete,gm,51,0,10
kora1295,Korafe,ph,19,0,5
kore1280,Korean,ea,21,0,17
kore1280,Korean,spa,22,0,18
kore1280,Korean,uz,20,0,28
kore1280,KOREAN,upsid,21,0,11
kore1283,Koreguaje,saphon,18,0,12
kork1243,Korku,ea,31,0,10
kork1243,Korku,ra,26,0,11
korr1238,Koraga,ra,21,0,13
koru1247,Korubo,saphon,14,0,6
kory1246,KORYAK,upsid,16,0,5
kosh1246,Koshin,gm,23,3,11
kota1263,Kota,ra,26,0,15
kota1263,Kota,spa,23,0,11
kota1263,KOTA,upsid,23,0,5
kota1272,kotafon,gm,29,3,13
koya1251,Koya,ra,21,0,10
koya1251,KOYA,upsid,19,0,5
koya1253,Koyaga,gm,29,2,12
koyr1240,songhoy,aa,21,0,15
koyr1240,songhoy,gm,23,6,14
koyr1242,Songhai,spa,33,0,15
koyr1242,SONGHAI,upsid,15,0,9
koyr1242,"Songhay, Koyraboro Senni",gm,23,0,14
kpan1246,KPAN,upsid,24,0,10
krac1238,Krache,gm,17,3,24
krah1246,Krahô,saphon,12,0,34
kren1239,Krenak,saphon,22,0,13
krik1239,Krinkati-Timbira,saphon,11,0,15
krim1238,Krim,gm,22,0,16
krio1253,krio,aa,22,0,10
krio1253,Krio,gm,25,3,7
kris1246,Isaka,ph,9,4,5
kron1241,Krongo,gm,40,2,20
kuan1247,Kwanyama,gm,26,2,5
kuay1244,Kuay,ph,22,0,25
kuii1252,Kui,ra,20,0,19
kuik1246,Kuikúro-Kalapálo,saphon,14,0,12
kuka1246,Kukatja,er,17,0,6
kuku1273,Gugu Wakura,er,13,0,3
kuku1273,GUGU-YALANDYI,upsid,13,0,3
kuku1273,Kuku Yalanji,er,13,0,3
kuku1273,Wagaman,er,13,0,3
kulu1253,Kulung,ph,22,0,21
kuma1273,Kumauni,ra,31,0,11
kumb1268,Baanbay,er,13,0,6
kumb1268,Gumbaynggir,er,13,0,6
kumi1248,DIEGUENO,upsid,25,0,9
kumi1248,Digueno,spa,25,0,9
kumy1244,Kumyk,ea,23,0,8
kumz1235,Kumzari,uz,27,0,8
kuna1268,Kunama,uz,23,3,8
kuna1268,KUNAMA,upsid,19,0,7
kung1258,Gunggari,er,15,0,3
kung1259,Kungarakany,er,17,0,5
kung1261,!Xun,gm,95,4,21
kuni1267,Kunimaipa,spa,15,0,5
kuni1267,KUNIMAIPA,upsid,15,0,5
kuni1268,Kunigami,ea,20,0,5
kunj1245,Kunjen,spa,23,0,5
kuny1238,Nyanga,gm,44,4,7
kunz1244,Kunza,saphon,23,0,10
kuoo1238,Kuo,gm,29,3,24
