Glottocode,LanguageName,Source,consonant,tone,vowel
nyol1238,Nyole,gm,24,2,10
nyon1241,Bali-Kumbat,ph,23,5,14
nyul1247,Nyulnyul,er,17,0,3
nyun1247,Balardung,er,17,0,5
nyun1247,Minang,er,17,0,5
nyun1247,Wiilman,er,17,0,5
nyun1247,Wudjari,er,17,0,5
nyun1247,Yuwat,er,17,0,5
nzim1238,Nzema,gm,24,2,14
obol1243,Obolo,ph,22,3,12
ocai1244,Ocaina,saphon,26,0,9
ocai1244,Ocaina,spa,27,2,9
ocai1244,OCAINA,upsid,25,0,9
occi1239,Occitan,ea,27,0,32
ofay1240,Ofayé,saphon,14,0,10
ogbi1239,OGBIA,upsid,24,0,10
okoo1245,Oko,gm,18,5,7
okuu1243,Oku,ph,18,4,7
olub1238,Lule,saphon,16,0,5
olub1238,Lulubo,gm,34,3,9
olut1240,Oluta Popoluca; Olutec,ph,20,0,12
omag1248,Omagua,saphon,13,0,5
onaa1245,Chon,saphon,21,0,8
onei1249,Oneida,spa,10,0,12
onge1236,Öñge; Ong; Onge,ph,16,0,8
opuu1239,Opo,gm,20,0,5
orej1242,Máíhɨki,saphon,14,0,6
oriy1255,Oriya,ea,31,0,11
oriy1255,Oriya,ra,31,0,12
orma1241,Orma,gm,23,0,10
ormu1247,ORMURI,upsid,25,0,6
orok1266,Lukundu,ph,22,0,7
orok1269,Orokaiva,ph,12,0,5
orow1243,Oro Win,saphon,12,0,6
osse1243,Iron Ossetic,ea,374,0,70
osse1243,Ossetian,ph,30,0,9
otor1240,Otoro,gm,30,0,14
otuh1238,Otuho,gm,33,3,20
oyka1239,Oykangand,er,23,0,5
paca1246,Pacahuara,saphon,16,0,4
paco1243,PACOH,upsid,18,0,15
paez1247,Paez,spa,29,0,10
paez1247,PAEZ,upsid,29,0,8
paez1247,Páez,saphon,33,0,16
pagi1243,Pagibete; Apakabeti; Apakibeti; Apagibete;Apagibeti; Pagabete,ph,42,2,7
pait1244,Paite,ra,19,5,6
pait1247,Pai Tavytera,saphon,15,0,12
paiw1248,Paiwan,ea,21,0,4
paiw1248,PAIWAN,upsid,22,0,4
paka1251,Bakanh,er,21,0,10
pala1344,Palauan,ph,10,0,12
pali1279,Palikúr,saphon,14,0,10
pall1243,Pallanganmiddang,er,20,0,5
palo1243,Ndut-Falor,gm,26,0,17
pamp1243,Kapampangan,ea,17,0,5
pamp1243,Kapampangan,gm,17,0,5
pana1294,Pana,gm,34,4,28
pana1305,Panamint,ph,23,0,13
pana1307,Panará,saphon,11,0,15
pang1287,Pangwa,gm,23,0,12
pang1290,Pagasinan,gm,16,0,5
panj1256,Panjabi,ea,27,0,17
panj1256,Punjabi,ra,32,3,19
panj1256,Punjabi,spa,50,3,20
pano1254,Katukína,saphon,15,0,4
pano1255,Panobo,saphon,14,0,4
pany1241,Panyjima,er,20,0,5
paok1235,"Pa-O, Taungthu",ph,20,3,11
papa1238,Totonac,spa,20,0,6
papa1238,TOTONAC,upsid,16,0,6
para1301,PARAUK,upsid,34,0,43
para1310,"Arára, Pará",saphon,11,0,6
para1311,Guarani,spa,24,0,12
para1311,GUARANI,upsid,24,0,12
para1311,Paraguayan Guaraní,saphon,18,0,12
para1312,Parakanã,saphon,12,0,5
para1315,Gavião do Pará,saphon,11,0,10
para1315,Parkateje,saphon,10,0,16
para1316,Paraujano,saphon,13,0,12
pare1266,Gorum,ea,16,0,10
pare1272,Paresí,saphon,15,0,4
park1239,podoko,aa,31,0,4
pate1247,Patep,ph,30,0,14
patt1248,Pat̩t̩an̩i,ra,38,0,6
paum1247,Paumarí,saphon,22,0,6
pech1241,PAYA,upsid,18,0,10
pemo1245,Pémono,saphon,12,0,7
pemo1248,Pemon,saphon,20,0,18
peng1244,Pengo,ra,22,0,10
pero1241,Pero,gm,18,2,10
peta1245,Petats,ph,15,0,15
peve1243,LAME,upsid,30,0,8
phai1238,Pray,ph,17,0,18
phal1254,Palula (Phalura),ph,30,0,10
phut1244,Phu Tai,ea,41,0,18
piap1246,Piapoco,saphon,15,0,4
piar1243,Piaroa,saphon,23,0,7
pich1237,Ashéninka,saphon,22,0,8
pila1245,Pilagá,saphon,18,0,4
pila1245,Pilaga; Pilagá,ph,18,0,4
pinj1244,Pinjarup,er,17,0,5
pint1250,Pintupi,er,17,0,6
piny1238,Pinyin,gm,42,5,19
pira1253,PIRAHA,upsid,8,0,3
pira1253,Pirahã,saphon,8,0,3
pira1254,Piratapuyo,saphon,12,0,12
pirl1238,Pirlatapa,er,22,0,3
pirr1240,Pirriya,er,19,0,5
pisa1245,Pisamira,saphon,11,0,6
pite1240,Pite Saami,ea,45,0,9
pite1240,Pite Saami,uz,43,0,9
pitj1243,Ngalia,er,17,0,6
pitj1243,Pitjantjatjara,er,17,0,6
pitj1243,Pitjantjatjara,uz,17,0,8
pitt1247,Pitta Pitta,er,21,0,5
plat1254,Malagasy,spa,31,0,5
plat1254,MALAGASY,upsid,21,0,4
plau1238,Mennonite Plautdietsch,uz,28,0,27
pnar1238,Pnar,ea,24,0,15
pohn1238,POHNPEIAN,upsid,14,0,6
poko1263,Pokot,gm,17,3,19
poli1260,Polish,ea,27,0,8
poli1260,Polish,ph,31,0,6
popt1235,JACALTEC,upsid,27,0,5
port1283,Portuguese,ea,21,0,20
port1283,Portuguese,spa,23,0,15
port1283,Portuguese (Brazilian),uz,20,0,27
port1283,Portuguese (European),uz,19,0,28
pott1240,Gadaba,ea,19,0,20
pott1240,Ollari,ra,22,0,12
poya1241,Poyanáwa,saphon,14,0,7
prin1242,Principense,gm,22,2,7
pudi1238,Putijarra,er,20,0,3
puel1244,Günün Yajich,saphon,29,0,7
puin1248,Puinave,saphon,8,0,11
pula1262,pular,aa,28,0,10
pula1263,pulaar,aa,28,0,10
pume1238,Pumé,saphon,23,0,15
punt1240,Punthamara,er,18,0,3
puoc1238,Ksingmul,ea,20,0,18
pure1242,Tarascan,spa,26,0,6
pure1242,TARASCAN,upsid,33,0,6
puri1258,Purki,ea,31,0,6
puri1262,Puri,saphon,12,0,6
puxi1242,Puxi,ea,36,0,30
pwon1235,PHLONG,upsid,25,0,12
pwon1235,Pwo Karen,ph,23,5,24
qaqe1238,BAINING,upsid,14,0,8
qaua1234,GELAO,upsid,31,0,12
qawa1238,Alacalufe,saphon,18,0,6
qawa1238,Kawesqar,saphon,18,0,6
qawa1238,QAWASQAR,upsid,16,0,3
qima1242,Agaw,ph,28,4,7
quec1382,Yuma,ph,28,0,10
quil1240,QUILEUTE,upsid,33,0,4
quio1240,HIGHLAND CHINANTEC,upsid,26,0,15
rajb1243,Rājbanshi,ea,34,0,9
rama1270,Rama,ph,19,0,9
ravu1237,Yerava,ra,23,0,16
rawa1265,Rawang,ea,20,0,14
reel1238,Thok Reel,gm,20,3,40
remb1249,Rembarrnga,er,22,0,6
rend1243,rendille,aa,21,2,10
resi1247,RESIGARO,upsid,30,0,5
resi1247,Resígaro,saphon,32,0,5
reun1238,Reunionnais,gm,30,0,12
reye1240,Reyesano,saphon,18,0,4
rikb1245,Rikbaktsa,saphon,14,0,14
rita1239,Ritharrngu,er,25,0,6
roma1326,Vallader Romansh,ea,27,0,19
roma1327,Romanian,ea,40,0,11
roma1327,ROMANIAN,upsid,22,0,10
roma1327,Rumanian,spa,22,0,9
rong1268,Ronga,gm,64,0,5
roto1249,ROTOKAS,upsid,6,0,5
ruka1240,RUKAI,upsid,23,0,4
rund1242,Rundi,ph,22,2,5
russ1263,Russian,ea,36,0,6
russ1263,Russian,spa,33,0,5
russ1263,RUSSIAN,upsid,33,0,5
russ1264,Buriat,ea,27,0,18
rusy1239,Rusyn,ea,37,0,7
rutu1240,RUTUL,upsid,59,0,5
saam1283,Lusaamia,gm,20,4,10
saan1246,Saanich,ph,35,0,5
saba1262,sabaot,aa,13,0,18
saba1265,Sa'ban,spa,38,0,8
saba1265,SA'BAN,upsid,19,0,7
saba1268,Sabane,ph,13,0,5
saba1268,Sabanê,saphon,11,0,5
saek1240,Saek,ea,23,0,21
saki1248,Sakirabiá,saphon,16,0,10
saki1248,Sakirabiá; Mekens,ph,15,0,20
sala1264,Salar,ea,31,0,12
sala1272,Salasaca Quichua,ph,24,0,5
sala1272,Salasca Quechua,saphon,23,0,3
sali1298,SALIBA,upsid,22,0,10
sali1298,Sáliba,saphon,20,0,10
samb1305,Samba Leko,ph,22,3,9
samo1303,Samo,ph,12,0,6
samr1245,Samre,ph,20,0,21
sand1273,Sandawe,gm,44,5,15
sand1273,SANDAWE,upsid,47,0,7
sang1328,sango,aa,52,10,24
sang1328,SANGO,upsid,26,0,11
sanj1284,"Tlacolula Valley Zapotec; Western Tlacolula Zapotec; Zapotec, San Juan Guelavía",ph,29,0,18
sanm1287,HUAVE,upsid,23,0,6
sanm1287,"Huave, San Mateo del Mar",ph,18,0,6
sanm1289,San Martin Quechua,saphon,15,0,3
sanm1295,Mixtec,spa,19,3,10
sanm1295,MIXTEC,upsid,15,0,10
sanm1298,Itunyoso Trique,uz,31,9,8
sans1269,Sanskrit,ra,37,0,8
sant1410,Santali,ea,26,0,31
sant1410,Santali,ra,35,0,11
sant1432,Santiago del Estero Quechua,saphon,20,0,5
sanu1240,Sanömá of Kolulu,saphon,10,0,21
sanu1240,Sanumá,saphon,11,0,13
sanu1240,Sanuma; Sanumá,ph,11,0,13
saop1235,"Kaingáng, São Paulo",saphon,13,0,14
saot1239,Saotomense,gm,19,0,13
sasa1249,Sasak,ph,19,0,11
sata1237,Satawalese,ph,29,0,13
sate1243,Sateré-Mawé,saphon,12,0,15
saur1248,Kanigke:rgotti,ra,32,0,10
saur1249,Malto,ea,24,0,10
saur1249,Malto,ra,24,0,10
sava1244,Savara,ph,19,0,11
savo1255,SAVOSAVO,upsid,17,0,5
saxw1241,"Saxwe, Gbe",gm,24,2,12
saya1246,Syan,gm,39,3,12
sayu1241,Popoluca de Sayula,ph,19,0,6
scot1243,Scots,ea,24,0,13
scot1245,Scottish Gaelic,ea,33,0,49
seba1251,Gura,gm,36,0,6
seba1251,Gyeto,gm,39,0,6
seba1251,Muher,gm,34,0,8
seco1241,Secoya,ph,12,0,6
seco1241,Secoya,saphon,14,0,12
seda1262,Sedang,spa,39,0,14
seda1262,SEDANG,upsid,41,0,14
seim1238,Seimat,ph,11,0,17
sekp1241,Likpe,gm,21,3,9
sela1259,Selaru,ph,14,0,5
sele1249,Sele,gm,18,3,12
sele1250,Selepet,spa,15,0,6
sele1250,SELEPET,upsid,15,0,6
selk1253,SELKUP,upsid,18,0,16
selk1253,Taz Selkup,ea,16,0,25
seme1247,Semelai,ph,33,0,18
sena1262,senoufo,aa,19,4,28
sene1264,Seneca,spa,11,0,16
sene1264,SENECA,upsid,11,0,8
sera1259,Siraiki,ph,48,0,35
serb1264,Serbian,ea,24,0,10
sere1260,sereer,aa,33,0,10
seri1257,Seri,ph,17,0,8
serr1255,Serrano,ph,33,0,9
sgaw1245,Karen,spa,27,3,9
sgaw1245,KAREN,upsid,27,0,9
shab1252,Shabo,ph,28,2,13
shal1242,Shanenawa,saphon,14,0,4
shan1277,Shan,ea,90,0,40
shan1282,Shanga,gm,22,3,12
shar1245,Arara do Acre,saphon,14,0,8
shar1245,Sharanawa,saphon,15,0,8
shas1239,SHASTA,upsid,17,0,4
shaw1249,Shawnee,ph,13,0,6
sheh1240,Jibbali,ea,30,0,8
sher1255,Solu Sherpa,ea,68,0,29
sher1258,Sherbro,gm,24,0,7
shil1265,Shilluk,gm,25,3,26
shin1264,Shina,ra,35,0,13
ship1255,Shipibo,saphon,16,0,8
shix1238,Shixing,ea,51,0,37
shix1238,Xumi,uz,102,4,27
shon1251,Shona,ph,37,0,5
shua1257,Jivaro,spa,16,0,8
shua1257,JIVARO,upsid,15,0,8
shua1257,Shuar,saphon,13,0,8
shum1243,Labrang Tibetan,ea,44,0,6
shus1248,SHUSWAP,upsid,37,0,7
shwa1239,Cwaya,gm,25,3,10
siam1242,Siamou,gm,22,5,14
sian1254,Saynawa,saphon,13,0,4
siar1238,Siar-Lak,ph,15,0,7
sich1238,Nuosu,ea,58,0,16
sida1246,Sidaama; Sidamo; Sidamic,ph,25,0,10
sikk1242,Denjongka,ea,37,0,28
siks1238,Blackfoot,ph,13,0,12
silt1240,Silt'i,gm,46,0,10
sind1272,Sindhi,ea,93,0,27
sind1272,Sindhi,ph,44,0,10
sind1272,Sindhi,ra,41,0,20
sinh1246,Sinhalese,spa,37,0,16
sinh1246,SINHALESE,upsid,22,0,14
sion1247,Siona,saphon,18,0,12
sion1247,SIONA,upsid,18,0,12
sipa1247,Sipakapense Maya,ph,22,0,10
siri1273,Siriono,spa,18,0,10
siri1273,SIRIONO,upsid,16,0,12
siri1273,Sirionó,saphon,18,0,12
siri1274,Siriano,saphon,11,0,12
siss1242,sissala,aa,46,2,45
siwi1239,Siwi,gm,26,0,12
siwu1238,Siwu,gm,20,3,14
skol1241,Skolt Saami,ea,51,0,24
slov1268,Slovene,ea,22,0,13
slov1268,Slovene,ph,21,0,16
slov1269,Slovak,ea,30,0,15
slov1269,Slovak,uz,29,0,15
soch1239,Sochiapan Chinantec,ph,18,7,14
sodd1242,Soddo,gm,34,0,7
soma1255,Somali,spa,30,2,20
soma1255,SOMALI,upsid,22,0,10
soni1259,soninke,aa,24,0,15
soni1259,soninke (kaedi (MRT)),gm,28,7,15
soni1259,sooninke,aa,34,4,14
sooo1256,Soo,gm,18,0,10
soqo1240,SOCOTRI,upsid,28,0,6
sora1254,Soːra,ra,21,0,10
sora1254,Sora,ea,18,0,8
sout2436,Southwestern Pashto,ea,26,0,7
sout2642,Southern Balochi,ea,24,0,8
sout2672,Southeastern Pashayi,uz,29,0,11
sout2674,SAAMI,upsid,39,0,6
sout2679,Võro,ea,26,0,18
sout2697,South Azerbaijani,ea,24,0,9
sout2729,Southern Pumi,ea,43,0,17
sout2746,Soutern Tai,ea,63,0,39
sout2750,Kolyma Yukaghir,ea,20,0,16
sout2750,Yukaghir (Kolyma),ph,21,0,12
sout2770,Ngunawal,er,19,0,6
sout2771,Djirringany,er,19,0,6
sout2771,Thawa,er,19,0,6
sout2774,ijo de l'est; Eastern Ijo,aa,24,2,18
sout2789,dagaare,aa,24,3,27
sout2790,Birifor,gm,25,0,27
sout2795,Nouni,gm,38,4,18
sout2807,Sesotho,ph,37,0,9
sout2828,Madi,gm,47,3,9
sout2832,Luanyjang Dinka,uz,20,4,39
sout2833,"Dinka, South Central",gm,20,3,37
sout2840,Bobo,ph,19,0,19
sout2844,Samo de Toma,ph,18,0,8
sout2856,South Efate,ph,15,0,5
sout2895,Southern Nuautl,ph,12,0,5
sout2918,Southern Sama,gm,17,0,6
sout2949,SOUTHERN KIWAI,upsid,12,0,7
sout2961,Tiwa,spa,26,3,12
sout2982,Pomo,spa,27,0,11
sout2982,POMO,upsid,27,0,5
sout2985,SIERRA MIWOK,upsid,15,0,6
sout2991,Quechua,spa,32,0,5
sout2991,QUECHUA,upsid,31,0,5
sout2994,SOUTHERN NAMBIQUARA,upsid,25,0,18
spit1240,Spiti Tibetan,ea,33,0,7
spok1245,Spokan,ph,38,0,5
squa1248,Squamish,spa,30,0,7
stan1288,Spanish,ea,37,0,33
stan1288,Spanish,spa,20,0,5
stan1288,Spanish,uz,18,0,20
stan1288,SPANISH,upsid,20,0,5
stan1289,Catalan,ea,75,0,29
stan1289,Catalan,ph,23,0,16
stan1290,French,ea,20,0,14
stan1290,French,spa,23,0,17
stan1290,French,uz,21,0,15
stan1290,FRENCH,upsid,21,0,16
stan1293,American English,uz,24,0,15
stan1293,English,ea,48,0,36
stan1293,English,spa,27,0,13
stan1293,English (American),uz,24,0,15
stan1293,English (Australian),uz,25,0,19
stan1293,English (British),uz,48,1,31
stan1293,English (New Zealand),uz,24,0,21
stan1295,German,ea,24,0,16
stan1295,German,spa,23,0,16
stan1295,German,uz,21,0,19
stan1295,GERMAN,upsid,22,0,19
stan1306,Malay,spa,21,0,6
stan1306,Standard Malay,uz,24,0,6
stan1318,Arabic,uz,29,0,8
stan1325,Latvian,ea,26,0,16
stod1241,Tod Tibetan,ea,35,0,6
stra1244,Salish,spa,36,0,7
suba1252,Kisimbiti,gm,23,2,14
subi1246,Subiya,ph,46,0,5
suda1236,arabe,aa,54,0,8
suen1241,SUENA,upsid,13,0,5
suga1248,Nizaa,gm,58,9,23
suii1243,Sui,ea,46,0,15
suii1243,SUI,upsid,47,0,7
suku1261,Sukuma,gm,38,5,14
sumb1240,Sisumbwa,gm,20,2,10
sumi1235,Sema,ra,35,3,11
sumi1235,Sumi,uz,32,3,6
sund1252,Sundanese,spa,19,0,7
suri1267,Suri,ph,22,2,7
surs1246,Sursurunga,ph,15,0,6
suru1262,Suruí,saphon,19,0,10
suru1263,Suruahá,saphon,18,0,5
susu1250,soso,aa,21,0,14
suya1243,Suyá,saphon,13,0,15
suya1243,Tapayuna,saphon,15,0,16
svan1243,Svan,ea,30,0,17
swah1253,swahili,aa,32,0,5
swah1253,Swahili,spa,31,0,5
swed1254,Swedish,ea,18,0,17
swed1254,Swedish,ph,18,0,17
swis1247,Swiss German,uz,27,0,29
swis1247,Zurich German,ea,26,0,29
sydn1236,Dharuk,er,16,0,3
sydn1236,Eora,er,16,0,3
taba1266,Chontal,spa,25,0,12
taca1256,Tacana,saphon,18,0,4
taca1256,TACANA,upsid,18,0,4
tach1250,SHILHA,upsid,28,0,3
tach1250,Tachelhit,gm,33,0,4
tach1250,Tashlhiyt Berber,uz,71,0,3
tada1238,Tadaksahak,gm,59,0,11
taga1270,Tagalog,ea,21,0,5
taga1270,Tagalog,gm,19,0,5
taga1270,Tagalog,spa,18,0,10
taga1270,TAGALOG,upsid,18,0,5
tagw1240,Tagwana,ph,23,0,22
taha1241,TAMASHEQ,upsid,25,0,12
taid1248,Tay Yo,ea,21,0,13
taid1249,Tay Daeng,ea,20,0,15
tain1252,Tai Nuea,ea,19,0,10
taji1245,Tajik,ea,23,0,6
talo1250,JOMANG,upsid,14,0,7
tama1331,TAMA,upsid,21,0,9
tama1365,tamasheq,aa,22,0,21
tami1289,Tamil,ea,24,0,12
tami1289,Tamil,ph,21,0,12
tami1289,Tamil,ra,32,0,11
tamn1235,Asmat,spa,14,0,5
tamn1235,ASMAT,upsid,11,0,6
tamp1252,TAMPULMA,upsid,24,0,9
tana1290,Tanacross,ph,35,5,14
tang1336,Tangkul Naga,ra,27,0,13
tani1257,Tanimuca-Retuarã,saphon,11,0,10
tapi1253,Tapieté,saphon,15,0,12
tapi1254,Tapirapé,saphon,13,0,10
tari1256,Tariana,saphon,23,0,15
tari1263,Shilha,spa,45,0,4
taro1263,tarok,aa,27,3,7
taro1263,TAROK,upsid,26,0,6
taro1264,Sedik,ph,33,0,10
tase1235,Tangsa,ra,23,0,6
tata1255,Tatar,ea,29,0,14
tata1257,Tatana''; Tatanaq; Tatana',ph,17,0,4
tatu1247,Tatuyo,ph,11,0,6
tatu1247,Tatuyo,saphon,11,0,6
taus1251,Tausug,ea,20,0,3
taus1251,Tausug (Suluk),uz,20,0,3
taus1253,Taushiro,saphon,12,0,5
tawa1286,tamajaq,aa,23,0,14
teda1241,teda,aa,24,0,11
tedi1235,TIDDIM CHIN,upsid,21,0,5
teee1242,Tee,gm,23,3,12
teen1242,téén,aa,28,0,10
tehu1242,Tehuelche,saphon,25,0,6
tehu1242,TEHUELCHE,upsid,28,0,7
teke1280,TEKE,upsid,21,0,7
tele1256,Telefol,spa,17,2,8
telu1262,Telugu,ea,33,0,11
telu1262,Telugu,ra,40,0,11
telu1262,Telugu,spa,47,0,21
telu1262,TELUGU,upsid,32,0,11
temb1276,Tembé,saphon,14,0,7
temi1246,Temiar,ea,19,0,30
temm1241,tem,aa,25,2,9
tena1240,Tena Quechua,saphon,21,0,3
teng1272,Tengger,gm,20,0,22
tenh1241,Tenharim,saphon,14,0,12
tepo1239,kroumen tépo,aa,17,4,18
tera1251,Tera,uz,35,3,15
tera1251,TERA,upsid,42,0,6
tere1279,Terêna,saphon,13,0,10
tern1247,Ternate,ph,20,0,5
ters1235,Ter Saami,ea,51,0,18
tese1238,These,gm,24,5,18
tetu1245,Tetun,gm,13,0,5
tetu1245,TETUN,upsid,14,0,5
tewa1260,Tewa,spa,34,4,19
texi1237,Texistepec Popoluca,ph,19,0,10
thad1238,Thaadou,ra,23,3,8
thai1261,Thai,spa,21,6,18
thai1261,Thai,uz,21,5,21
thai1261,THAI,upsid,21,0,9
thak1245,Thakali,ea,19,0,10
thay1248,Awu Alaya,er,23,0,8
thay1249,Thaayorre,er,16,0,10
thii1234,Thiin,er,20,0,6
thul1246,Thulung; Thulung Rai,ph,30,0,8
thur1254,Dharawal,er,19,0,6
thur1254,Dharumba,er,19,0,6
tiag1235,"Aizi, Tiagba",gm,24,0,8
tibe1272,Dingri Tibetan,ea,27,0,14
tibe1272,Drokpa Tibetan,ea,29,0,13
tibe1272,Lhasa Tibetan,ea,27,0,23
tibe1272,Shigatse Tibetan,ea,27,0,29
tibe1272,Tibetan,ph,24,2,8
ticu1245,Ticuna,saphon,15,0,18
ticu1245,Ticuna,spa,18,9,11
ticu1245,TICUNA,upsid,18,0,11
tiey1235,Tigemaxo Bozo,gm,19,3,14
tiga1245,TIGAK,upsid,12,0,5
tigo1236,Mbembe,gm,99,5,12
tigr1270,Tigre,spa,47,0,7
tigr1270,TIGRE,upsid,26,0,7
tigr1271,Tigrinya,gm,32,0,7
tika1246,tikar,aa,27,5,14
tilq1235,Tilquiapan Zapotec,ph,22,2,6
timn1235,Temne,uz,19,2,15
timn1235,TEMNE,upsid,17,0,8
timn1235,themne,aa,17,4,9
tini1245,Tinigua,saphon,22,0,18
tinp1237,Tinputz,ph,12,0,14
tira1254,Tira,gm,26,0,16
tiru1241,TIRURAY,upsid,16,0,6
tivv1240,Tiv,gm,31,3,6
tiwi1244,Tiwi,er,18,0,4
tiwi1244,Tiwi,ph,14,0,4
tiwi1244,TIWI,upsid,22,0,4
tlac1235,Tepehua,ph,24,0,10
tlin1245,TLINGIT,upsid,43,0,5
toar1246,TAORIPI,upsid,8,0,6
toba1269,Toba,saphon,38,0,16
toba1269,Toba (Argentina),ph,21,0,7
toca1235,Asuriní do Tocantins,saphon,11,0,5
toch1257,Tocco,gm,15,2,10
toda1252,Toda,ra,38,0,15
tofi1235,tɔfin,aa,23,4,14
toho1245,PAPAGO,upsid,19,0,5
toho1245,Pima,spa,19,0,10
tokp1240,Tapiete,ph,15,0,12
toll1241,TOL,upsid,22,0,6
tolo1259,Chasta Costa,spa,29,0,15
tolo1259,Tolowa; Tolowa-Chetco,ph,26,0,5
tong1318,Shanjo,gm,33,3,5
tong1325,Tongan; Tonga,ph,12,0,5
tonk1249,TONKAWA,upsid,15,0,10
topo1242,toposa,aa,17,1,9
toro1252,dogon,aa,21,0,21
toro1252,DOGON,upsid,16,0,12
torw1241,Torwali,ph,38,0,13
tosk1239,Albanian,spa,28,0,7
tosk1239,ALBANIAN,upsid,28,0,7
tosk1239,Tosk Albanian,ea,29,0,9
tote1238,Totela,ph,44,0,10
toto1305,MIXE,upsid,14,0,9
tour1242,toura,aa,19,4,27
tour1242,Toura,gm,21,4,14
trin1274,Trinitario,saphon,18,0,12
trio1238,Trió,saphon,10,0,14
trum1247,Trumai,saphon,23,0,6
trum1247,TRUMAI,upsid,18,0,6
tsam1247,Ts'amakko,gm,56,2,10
tsha1245,Tshangla,ea,32,0,7
tsha1245,Tshangla,ph,32,0,5
tsot1241,Lutsootso,gm,19,2,10
tsou1248,TSOU,upsid,15,0,6
tsuv1239,Tsuvadi; Avadi; Abadi; Evadi; Kamberi; Ibeto,ph,38,2,12
tsuv1239,Tsuvaɗi,gm,28,3,24
tuca1252,Tucano,saphon,15,0,12
tuka1248,Tukang Besi,ph,24,0,5
tuki1240,Tuki,gm,25,4,10
tuli1249,Tulishi,gm,37,3,19
tulu1258,Tulu,ea,21,0,14
tulu1258,Tulu,ra,23,0,12
tulu1258,TULU,upsid,24,0,13
tumt1243,Talasa,gm,39,2,14
tune1261,Nen,gm,17,2,7
tuni1251,Tounia,gm,24,3,13
tuni1252,Tunica,spa,18,0,7
tuni1252,TUNICA,upsid,17,0,7
tupa1250,Tuparí,saphon,14,0,15
tupi1273,Tupinambá,saphon,13,0,12
tupu1244,Tupuri,gm,28,4,24
turk1304,Turkmen,ea,21,0,16
tuuu1240,Mangghuer,ea,25,0,6
tuuu1240,Mongghul,ea,25,0,10
tuuu1240,MONGUOR,upsid,23,0,5
tuvi1240,TUVA,upsid,20,0,9
tuvi1240,Tuva; Tuvan,ph,21,0,16
tuvi1240,Tuvan,ea,28,0,24
tuyu1244,Tuyuca,saphon,11,0,12
twee1234,BANDJALANG,upsid,12,0,4
tyan1235,Thaynakwithi,er,19,0,10
tzel1254,Tzeltal,spa,25,0,5
tzel1254,TZELTAL,upsid,22,0,6
tzot1259,"Tzotzil, Chamula",ph,21,0,5
tzut1248,Tzutujil,ph,25,0,10
ucay1237,Ashéninka,saphon,24,0,8
udih1248,Udihe,ea,19,0,21
udmu1245,Udmurt,ea,108,0,34
uduk1239,Twampa,gm,23,0,5
uigh1240,Uyghur,ea,28,0,15
ukra1253,Ukrainian,ea,35,0,6
ukra1253,Ukrainian,ph,24,0,6
ulku1238,Olkol,er,23,0,5
ulwa1239,Sumo,ph,22,0,6
umbu1235,Umbugarla,er,17,0,8
umbu1256,Umbuygamu,er,27,0,5
umbu1257,umbundu,gm,20,0,10
umii1236,Umiida,er,20,0,5
umot1240,Umotína,saphon,12,0,8
umpi1239,Umpila,er,16,0,6
unam1242,Delaware,spa,22,0,17
ungg1243,Unggumi,er,19,0,5
uppe1395,Upper Sorbian,ea,33,0,9
uppe1400,Upper Saxon,ea,15,0,20
uppe1400,Upper Saxon,uz,16,0,19
uppe1439,UPPER CHEHALIS,upsid,30,0,4
uppe1455,Kriyol,gm,23,0,5
ural1274,Urali,ra,26,0,20
urar1246,Urarina,saphon,16,0,5
urdu1245,Urdu,ea,37,0,21
urdu1245,Urdu,ra,35,0,19
urii1240,Urii,ph,16,0,8
urni1239,Urningangg,er,18,0,5
urub1250,Kaapor,saphon,15,0,11
urue1240,Uru-Eu-Wau-Wau,saphon,14,0,12
uruu1244,Uru,saphon,23,0,10
usan1239,USAN,upsid,14,0,6
usar1243,Usarufa,ph,17,0,5
utes1238,Southern Ute; Ute; Ute-Southern Paiute,ph,19,0,18
vaag1238,Vaagri Boli,ra,23,0,14
vach1239,Eastern Khanty,ea,18,0,12
vagl1239,vagala,aa,24,0,30
vaii1241,Vai,ph,28,4,11
vame1236,Vame,gm,38,3,5
vani1248,VANIMO,upsid,12,0,16
varl1238,Varli,ea,28,0,18
veng1238,babungo,aa,56,9,17
veps1250,Veps,ea,34,0,10
viet1252,Vietnamese,ea,21,0,16
viet1252,Vietnamese,spa,21,6,12
viet1252,Vietnamese,uz,21,8,16
viet1252,VIETNAMESE,upsid,22,0,14
vile1241,Vilela,saphon,24,0,5
vlax1238,greek Thrace Xoraxane Romane,uz,27,0,12
vlax1238,Vlax Romani,ea,27,0,7
voti1245,Votic,ea,35,0,20
vute1244,vute,aa,30,5,24
waal1238,Waalubal,er,12,0,8
waam1244,waama,aa,13,3,25
wadi1260,Wathi Wathi,er,17,0,4
wadi1261,Wadikali,er,21,0,6
wadj1254,Patjtjamalh,er,17,0,5
waga1260,Eastern Wakaya,er,19,0,6
waga1260,Western Wakaya,er,20,0,6
wage1238,Wagiman,er,22,0,5
waim1251,RORO,upsid,9,0,5
waim1253,Waimiri-Atroarí,saphon,16,0,11
waim1255,Barasano,spa,11,2,12
waim1255,BARASANO,upsid,11,0,12
waim1255,Waimaha,saphon,10,0,12
waiw1244,Waiwai,saphon,14,0,6
waja1257,Watjarri,er,20,0,6
