sound	utterance	word	trans	f1	f2	duration	step_time
a	u_1	па	сын	852.1090547925	1355.5467445148	0.1729416192	333.7827404364
a	u_1	па	сын	854.6252475656	1370.3084744597	0.1729416192	333.7927404364
a	u_1	па	сын	859.7881488708	1397.2441753511	0.1729416192	333.8027404364
a	u_1	па	сын	871.087533594	1403.911997563	0.1729416192	333.8127404364
a	u_1	па	сын	882.3312843813	1436.5588090771	0.1729416192	333.8227404364
a	u_1	па	сын	897.5431385264	1451.7326302077	0.1729416192	333.8327404364
a	u_1	па	сын	912.9230309313	1469.5356831711	0.1729416192	333.8427404364
a	u_1	па	сын	931.2841853125	1476.4992234164	0.1729416192	333.8527404364
a	u_1	па	сын	958.414671172	1487.0115747779	0.1729416192	333.8627404364
a	u_1	па	сын	972.1103950618	1510.9506842805	0.1729416192	333.8727404364
a	u_1	па	сын	1026.1300534277	1527.8166617473	0.1729416192	333.8827404364
a	u_1	па	сын	1081.7651988835	1592.1493110448	0.1729416192	333.8927404364
a	u_1	па	сын	--undefined--	--undefined--	0.1729416192	333.9027404364
a	u_1	па	сын	--undefined--	--undefined--	0.1729416192	333.9127404364
a	u_1	па	сын	--undefined--	--undefined--	0.1729416192	333.9227404364
a	u_2	па	сын	--undefined--	--undefined--	0.181481946	335.3066053547
a	u_2	па	сын	--undefined--	--undefined--	0.181481946	335.3166053547
a	u_2	па	сын	--undefined--	--undefined--	0.181481946	335.3266053547
a	u_2	па	сын	840.5543341189	1386.8245509001	0.181481946	335.3366053547
a	u_2	па	сын	836.7941085926	1434.0515629528	0.181481946	335.3466053547
a	u_2	па	сын	828.3663784349	1436.9379216497	0.181481946	335.3566053547
a	u_2	па	сын	833.9410639639	1433.255600433	0.181481946	335.3666053547
a	u_2	па	сын	831.9900139635	1435.9558562215	0.181481946	335.3766053547
a	u_2	па	сын	833.031435253	1450.9276495506	0.181481946	335.3866053547
a	u_2	па	сын	844.4217594204	1466.0480741472	0.181481946	335.3966053547
a	u_2	па	сын	873.0455229113	1478.2616136419	0.181481946	335.4066053547
a	u_2	па	сын	867.5701676922	1475.3337501364	0.181481946	335.4166053547
a	u_2	па	сын	887.7107993026	1485.6151117792	0.181481946	335.4266053547
a	u_2	па	сын	910.397232892	1489.0841536774	0.181481946	335.4366053547
a	u_2	па	сын	933.1561469403	1522.7421033698	0.181481946	335.4466053547
a	u_2	па	сын	938.1795063009	1562.5844983317	0.181481946	335.4566053547
a	u_2	па	сын	--undefined--	--undefined--	0.181481946	335.4666053547
a	u_2	па	сын	--undefined--	--undefined--	0.181481946	335.4766053547
a	u_2	па	сын	--undefined--	--undefined--	0.181481946	335.4866053547
a	u_3	па	сын	--undefined--	--undefined--	0.1494557203	336.8709017439
a	u_3	па	сын	--undefined--	--undefined--	0.1494557203	336.8809017439
a	u_3	па	сын	--undefined--	--undefined--	0.1494557203	336.8909017439
a	u_3	па	сын	865.7319134687	1427.3922604236	0.1494557203	336.9009017439
a	u_3	па	сын	877.1632215373	1442.1482523263	0.1494557203	336.9109017439
a	u_3	па	сын	880.9516327516	1448.3335211141	0.1494557203	336.9209017439
a	u_3	па	сын	901.4399360836	1486.4179690972	0.1494557203	336.9309017439
a	u_3	па	сын	900.904847995	1510.9156937735	0.1494557203	336.9409017439
a	u_3	па	сын	937.4544433917	1467.9958157289	0.1494557203	336.9509017439
a	u_3	па	сын	956.2160002736	1456.4153750338	0.1494557203	336.9609017439
a	u_3	па	сын	967.9113118776	1429.7428362497	0.1494557203	336.9709017439
a	u_3	па	сын	1005.0125068184	1456.2184646439	0.1494557203	336.9809017439
a	u_3	па	сын	1077.1926690922	1468.6963037309	0.1494557203	336.9909017439
a	u_3	па	сын	--undefined--	--undefined--	0.1494557203	337.0009017439
a	u_3	па	сын	--undefined--	--undefined--	0.1494557203	337.0109017439
a	cf	па	сын	--undefined--	--undefined--	0.219913417	338.2582906454
a	cf	па	сын	--undefined--	--undefined--	0.219913417	338.2682906454
a	cf	па	сын	--undefined--	--undefined--	0.219913417	338.2782906454
a	cf	па	сын	850.0704187552	1498.4547430587	0.219913417	338.2882906454
a	cf	па	сын	874.7855272208	1475.1317685744	0.219913417	338.2982906454
a	cf	па	сын	892.2310842784	1478.9591964402	0.219913417	338.3082906454
a	cf	па	сын	905.9571049959	1485.4298818571	0.219913417	338.3182906454
a	cf	па	сын	917.8906981495	1483.0685743254	0.219913417	338.3282906454
a	cf	па	сын	925.6082579922	1497.2628954909	0.219913417	338.3382906454
a	cf	па	сын	939.4378976056	1480.2523282784	0.219913417	338.3482906454
a	cf	па	сын	970.4021687249	1512.7992360229	0.219913417	338.3582906454
a	cf	па	сын	947.2367012449	1498.1380120149	0.219913417	338.3682906454
a	cf	па	сын	969.6347251441	1499.3342712156	0.219913417	338.3782906454
a	cf	па	сын	937.9367774071	1511.2662853881	0.219913417	338.3882906454
a	cf	па	сын	966.0372752779	1555.748513863	0.219913417	338.3982906454
a	cf	па	сын	998.860501314	1583.704836819	0.219913417	338.4082906454
a	cf	па	сын	866.8341078918	1481.7444326663	0.219913417	338.4182906454
a	cf	па	сын	756.2014675091	1375.1740739542	0.219913417	338.4282906454
a	cf	па	сын	694.6871087096	1361.3797460609	0.219913417	338.4382906454
a	cf	па	сын	1283.5723417297	1647.9078419596	0.219913417	338.4482906454
a	cf	па	сын	--undefined--	--undefined--	0.219913417	338.4582906454
a	cf	па	сын	--undefined--	--undefined--	0.219913417	338.4682906454
ə	u_1	псы	душа	--undefined--	--undefined--	0.1152944128	342.1134539293
ə	u_1	псы	душа	--undefined--	--undefined--	0.1152944128	342.1234539293
ə	u_1	псы	душа	--undefined--	--undefined--	0.1152944128	342.1334539293
ə	u_1	псы	душа	657.2349399121	1654.0368000123	0.1152944128	342.1434539293
ə	u_1	псы	душа	676.6117886298	1634.6244118848	0.1152944128	342.1534539293
ə	u_1	псы	душа	696.7066800806	1607.4575998525	0.1152944128	342.1634539293
ə	u_1	псы	душа	726.472732536	1623.4404527431	0.1152944128	342.1734539293
ə	u_1	псы	душа	749.376544242	1641.2574928284	0.1152944128	342.1834539293
ə	u_1	псы	душа	768.091820291	1664.7121502104	0.1152944128	342.1934539293
ə	u_1	псы	душа	778.8178905819	1694.5455601206	0.1152944128	342.2034539293
ə	u_1	псы	душа	--undefined--	--undefined--	0.1152944128	342.2134539293
ə	u_1	псы	душа	--undefined--	--undefined--	0.1152944128	342.2234539293
ə	u_2	псы	душа	--undefined--	--undefined--	0.1302399848	343.2621278937
ə	u_2	псы	душа	--undefined--	--undefined--	0.1302399848	343.2721278937
ə	u_2	псы	душа	--undefined--	--undefined--	0.1302399848	343.2821278937
ə	u_2	псы	душа	613.4335427617	1592.2990013866	0.1302399848	343.2921278937
ə	u_2	псы	душа	669.4003085246	1610.0120769438	0.1302399848	343.3021278937
ə	u_2	псы	душа	702.3660481024	1612.8831043063	0.1302399848	343.3121278937
ə	u_2	псы	душа	727.2437006522	1611.7827272612	0.1302399848	343.3221278937
ə	u_2	псы	душа	747.5057175275	1597.5508063344	0.1302399848	343.3321278937
ə	u_2	псы	душа	763.9471821002	1586.4122539588	0.1302399848	343.3421278937
ə	u_2	псы	душа	780.0300860222	1619.9468868951	0.1302399848	343.3521278937
ə	u_2	псы	душа	802.360512912	1656.1529379079	0.1302399848	343.3621278937
ə	u_2	псы	душа	--undefined--	--undefined--	0.1302399848	343.3721278937
ə	u_2	псы	душа	--undefined--	--undefined--	0.1302399848	343.3821278937
ə	u_2	псы	душа	--undefined--	--undefined--	0.1302399848	343.3921278937
ə	u_3	псы	душа	--undefined--	--undefined--	0.1494557203	344.4040348492
ə	u_3	псы	душа	--undefined--	--undefined--	0.1494557203	344.4140348492
ə	u_3	псы	душа	--undefined--	--undefined--	0.1494557203	344.4240348492
ə	u_3	псы	душа	624.8839503524	1597.1045641703	0.1494557203	344.4340348492
ə	u_3	псы	душа	643.9391640124	1601.0090602998	0.1494557203	344.4440348492
ə	u_3	псы	душа	669.319788734	1604.0424592136	0.1494557203	344.4540348492
ə	u_3	псы	душа	710.8702609476	1613.2639416543	0.1494557203	344.4640348492
ə	u_3	псы	душа	756.5508814272	1626.2874298558	0.1494557203	344.4740348492
ə	u_3	псы	душа	777.9997495463	1628.396755193	0.1494557203	344.4840348492
ə	u_3	псы	душа	795.7670921294	1618.0594571176	0.1494557203	344.4940348492
ə	u_3	псы	душа	807.1778487885	1619.9746742759	0.1494557203	344.5040348492
ə	u_3	псы	душа	819.3929242332	1675.1147630239	0.1494557203	344.5140348492
ə	u_3	псы	душа	816.1432743218	1710.0847535459	0.1494557203	344.5240348492
ə	u_3	псы	душа	--undefined--	--undefined--	0.1494557203	344.5340348492
ə	u_3	псы	душа	--undefined--	--undefined--	0.1494557203	344.5440348492
ə	cf	псы	душа	--undefined--	--undefined--	0.1451855568	345.5441684866
ə	cf	псы	душа	--undefined--	--undefined--	0.1451855568	345.5541684866
ə	cf	псы	душа	--undefined--	--undefined--	0.1451855568	345.5641684866
ə	cf	псы	душа	589.2553305697	1524.2886739948	0.1451855568	345.5741684866
ə	cf	псы	душа	627.3941780048	1531.3436969553	0.1451855568	345.5841684866
ə	cf	псы	душа	661.9076923778	1512.3086244079	0.1451855568	345.5941684866
ə	cf	псы	душа	694.7273404379	1516.1176569237	0.1451855568	345.6041684866
ə	cf	псы	душа	721.3474240939	1529.4072771417	0.1451855568	345.6141684866
ə	cf	псы	душа	750.4386501113	1558.6858507438	0.1451855568	345.6241684866
ə	cf	псы	душа	773.6540227367	1596.1002054118	0.1451855568	345.6341684866
ə	cf	псы	душа	784.8426728958	1615.8133016747	0.1451855568	345.6441684866
ə	cf	псы	душа	798.0493808541	1638.7522266388	0.1451855568	345.6541684866
ə	cf	псы	душа	829.9419841595	1665.6441663942	0.1451855568	345.6641684866
ə	cf	псы	душа	--undefined--	--undefined--	0.1451855568	345.6741684866
ə	cf	псы	душа	--undefined--	--undefined--	0.1451855568	345.6841684866
ə	u_1	птштшы	осколки	--undefined--	--undefined--	0.1440542743	349.8345952852
ə	u_1	птштшы	осколки	--undefined--	--undefined--	0.1440542743	349.8445952852
ə	u_1	птштшы	осколки	--undefined--	--undefined--	0.1440542743	349.8545952852
ə	u_1	птштшы	осколки	585.5413490217	1617.6182032425	0.1440542743	349.8645952852
ə	u_1	птштшы	осколки	623.4490249934	1615.7673041495	0.1440542743	349.8745952852
ə	u_1	птштшы	осколки	651.9228839017	1611.4749791063	0.1440542743	349.8845952852
ə	u_1	птштшы	осколки	706.2698322561	1577.8487117492	0.1440542743	349.8945952852
ə	u_1	птштшы	осколки	736.3925329986	1555.6365909003	0.1440542743	349.9045952852
ə	u_1	птштшы	осколки	828.4438208808	1575.6732054892	0.1440542743	349.9145952852
ə	u_1	птштшы	осколки	848.5218945133	1592.998279519	0.1440542743	349.9245952852
ə	u_1	птштшы	осколки	864.4554116902	1580.3395535606	0.1440542743	349.9345952852
ə	u_1	птштшы	осколки	810.8206525372	1559.5300927365	0.1440542743	349.9445952852
ə	u_1	птштшы	осколки	708.9171415089	1543.8516593246	0.1440542743	349.9545952852
ə	u_1	птштшы	осколки	--undefined--	--undefined--	0.1440542743	349.9645952852
ə	u_1	птштшы	осколки	--undefined--	--undefined--	0.1440542743	349.9745952852
ə	u_2	птштшы	осколки	--undefined--	--undefined--	0.1514416729	351.0202727733
ə	u_2	птштшы	осколки	--undefined--	--undefined--	0.1514416729	351.0302727733
ə	u_2	птштшы	осколки	--undefined--	--undefined--	0.1514416729	351.0402727733
ə	u_2	птштшы	осколки	594.1003436211	1520.1799798563	0.1514416729	351.0502727733
ə	u_2	птштшы	осколки	603.3679156528	1557.7979054273	0.1514416729	351.0602727733
ə	u_2	птштшы	осколки	605.4582237445	1545.2774007787	0.1514416729	351.0702727733
ə	u_2	птштшы	осколки	603.4100106917	1529.2017466799	0.1514416729	351.0802727733
ə	u_2	птштшы	осколки	601.4805435241	1522.1929817587	0.1514416729	351.0902727733
ə	u_2	птштшы	осколки	614.5125576588	1526.0422374133	0.1514416729	351.1002727733
ə	u_2	птштшы	осколки	644.416415797	1546.3657712997	0.1514416729	351.1102727733
ə	u_2	птштшы	осколки	692.9868468832	1578.6469423433	0.1514416729	351.1202727733
ə	u_2	птштшы	осколки	809.3691026873	1652.5433645198	0.1514416729	351.1302727733
ə	u_2	птштшы	осколки	894.9268182704	1656.2011660983	0.1514416729	351.1402727733
ə	u_2	птштшы	осколки	--undefined--	--undefined--	0.1514416729	351.1502727733
ə	u_2	птштшы	осколки	--undefined--	--undefined--	0.1514416729	351.1602727733
ə	u_2	птштшы	осколки	--undefined--	--undefined--	0.1514416729	351.1702727733
ə	u_3	птштшы	осколки	--undefined--	--undefined--	0.1181983789	352.1775995021
ə	u_3	птштшы	осколки	--undefined--	--undefined--	0.1181983789	352.1875995021
ə	u_3	птштшы	осколки	--undefined--	--undefined--	0.1181983789	352.1975995021
ə	u_3	птштшы	осколки	639.7120699561	1533.5119026123	0.1181983789	352.2075995021
ə	u_3	птштшы	осколки	689.8074817253	1531.3794697086	0.1181983789	352.2175995021
ə	u_3	птштшы	осколки	734.6749603938	1540.2628577628	0.1181983789	352.2275995021
ə	u_3	птштшы	осколки	781.2961918079	1555.2261799447	0.1181983789	352.2375995021
ə	u_3	птштшы	осколки	796.9367513343	1543.4351517018	0.1181983789	352.2475995021
ə	u_3	птштшы	осколки	836.3881110108	1559.1441905601	0.1181983789	352.2575995021
ə	u_3	птштшы	осколки	835.5732776626	1540.9748056018	0.1181983789	352.2675995021
ə	u_3	птштшы	осколки	--undefined--	--undefined--	0.1181983789	352.2775995021
ə	u_3	птштшы	осколки	--undefined--	--undefined--	0.1181983789	352.2875995021
ə	cf	птштшы	осколки	--undefined--	--undefined--	0.0812613855	353.4519257743
ə	cf	птштшы	осколки	--undefined--	--undefined--	0.0812613855	353.4619257743
ə	cf	птштшы	осколки	--undefined--	--undefined--	0.0812613855	353.4719257743
ə	cf	птштшы	осколки	629.1087388416	1375.7240352557	0.0812613855	353.4819257743
ə	cf	птштшы	осколки	638.1984513028	1374.7901497858	0.0812613855	353.4919257743
ə	cf	птштшы	осколки	622.9922830023	1302.8432446142	0.0812613855	353.5019257743
ə	cf	птштшы	осколки	--undefined--	--undefined--	0.0812613855	353.5119257743
ə	cf	птштшы	осколки	--undefined--	--undefined--	0.0812613855	353.5219257743
ə	cf	птштшы	осколки	--undefined--	--undefined--	0.0812613855	353.5319257743
ə	u_1	пхдзы	пот	--undefined--	--undefined--	0.195766065	357.211808608
ə	u_1	пхдзы	пот	--undefined--	--undefined--	0.195766065	357.221808608
ə	u_1	пхдзы	пот	--undefined--	--undefined--	0.195766065	357.231808608
ə	u_1	пхдзы	пот	529.1043756091	1641.4899100861	0.195766065	357.241808608
ə	u_1	пхдзы	пот	552.1747572931	1628.0467707078	0.195766065	357.251808608
ə	u_1	пхдзы	пот	566.5370737979	1620.2140789536	0.195766065	357.261808608
ə	u_1	пхдзы	пот	567.8190457906	1600.5407405515	0.195766065	357.271808608
ə	u_1	пхдзы	пот	578.3781208207	1614.9996734674	0.195766065	357.281808608
ə	u_1	пхдзы	пот	596.7938687651	1620.3013656907	0.195766065	357.291808608
ə	u_1	пхдзы	пот	615.3091898607	1639.6280657754	0.195766065	357.301808608
ə	u_1	пхдзы	пот	674.2352453776	1624.6775644625	0.195766065	357.311808608
ə	u_1	пхдзы	пот	722.9335513971	1619.0064095463	0.195766065	357.321808608
ə	u_1	пхдзы	пот	752.3635291666	1636.5161464276	0.195766065	357.331808608
ə	u_1	пхдзы	пот	769.3206727212	1653.2880735257	0.195766065	357.341808608
ə	u_1	пхдзы	пот	790.6848877907	1644.1594805123	0.195766065	357.351808608
ə	u_1	пхдзы	пот	778.7838431846	1611.6676508348	0.195766065	357.361808608
ə	u_1	пхдзы	пот	784.4051024698	1606.1108956418	0.195766065	357.371808608
ə	u_1	пхдзы	пот	810.7990036818	1636.1440364858	0.195766065	357.381808608
ə	u_1	пхдзы	пот	--undefined--	--undefined--	0.195766065	357.391808608
ə	u_1	пхдзы	пот	--undefined--	--undefined--	0.195766065	357.401808608
ə	u_2	пхдзы	пот	--undefined--	--undefined--	0.2105408624	358.3994011232
ə	u_2	пхдзы	пот	--undefined--	--undefined--	0.2105408624	358.4094011232
ə	u_2	пхдзы	пот	--undefined--	--undefined--	0.2105408624	358.4194011232
ə	u_2	пхдзы	пот	512.7305513399	1728.2858115494	0.2105408624	358.4294011232
ə	u_2	пхдзы	пот	506.8801109953	1735.7777189052	0.2105408624	358.4394011232
ə	u_2	пхдзы	пот	500.2771205705	1652.9059137385	0.2105408624	358.4494011232
ə	u_2	пхдзы	пот	511.8476638259	1716.9629583062	0.2105408624	358.4594011232
ə	u_2	пхдзы	пот	541.0855347725	1722.2543680877	0.2105408624	358.4694011232
ə	u_2	пхдзы	пот	569.2128677629	1680.8343143029	0.2105408624	358.4794011232
ə	u_2	пхдзы	пот	585.9534644114	1658.67448162	0.2105408624	358.4894011232
ə	u_2	пхдзы	пот	584.7002837643	1679.7343010991	0.2105408624	358.4994011232
ə	u_2	пхдзы	пот	588.0567483609	1660.1399653753	0.2105408624	358.5094011232
ə	u_2	пхдзы	пот	599.6300381628	1641.1380523549	0.2105408624	358.5194011232
ə	u_2	пхдзы	пот	603.7634382559	1643.6139880048	0.2105408624	358.5294011232
ə	u_2	пхдзы	пот	615.4680511199	1656.7236591393	0.2105408624	358.5394011232
ə	u_2	пхдзы	пот	635.6647777691	1684.448760368	0.2105408624	358.5494011232
ə	u_2	пхдзы	пот	672.4042270881	1672.9763880764	0.2105408624	358.5594011232
ə	u_2	пхдзы	пот	725.855602109	1615.1995100927	0.2105408624	358.5694011232
ə	u_2	пхдзы	пот	757.7221454411	1635.4020157015	0.2105408624	358.5794011232
ə	u_2	пхдзы	пот	--undefined--	--undefined--	0.2105408624	358.5894011232
ə	u_2	пхдзы	пот	--undefined--	--undefined--	0.2105408624	358.5994011232
ə	u_2	пхдзы	пот	--undefined--	--undefined--	0.2105408624	358.6094011232
ə	u_3	пхдзы	пот	--undefined--	--undefined--	0.2142345617	359.5739975133
ə	u_3	пхдзы	пот	--undefined--	--undefined--	0.2142345617	359.5839975133
ə	u_3	пхдзы	пот	--undefined--	--undefined--	0.2142345617	359.5939975133
ə	u_3	пхдзы	пот	506.7946097435	1749.9837998069	0.2142345617	359.6039975133
ə	u_3	пхдзы	пот	505.6661162994	1709.4546517517	0.2142345617	359.6139975133
ə	u_3	пхдзы	пот	497.8363374775	1665.1089143523	0.2142345617	359.6239975133
ə	u_3	пхдзы	пот	531.812103178	1691.7068720127	0.2142345617	359.6339975133
ə	u_3	пхдзы	пот	565.7069039015	1703.6646230282	0.2142345617	359.6439975133
ə	u_3	пхдзы	пот	579.5723812631	1710.686355586	0.2142345617	359.6539975133
ə	u_3	пхдзы	пот	580.7702827855	1687.4565032804	0.2142345617	359.6639975133
ə	u_3	пхдзы	пот	600.2514209766	1704.2158616888	0.2142345617	359.6739975133
ə	u_3	пхдзы	пот	600.290376776	1682.3488642751	0.2142345617	359.6839975133
ə	u_3	пхдзы	пот	606.0736542389	1669.2526949312	0.2142345617	359.6939975133
ə	u_3	пхдзы	пот	611.8025278999	1647.952859606	0.2142345617	359.7039975133
ə	u_3	пхдзы	пот	625.2890384985	1623.5840581257	0.2142345617	359.7139975133
ə	u_3	пхдзы	пот	649.6715861183	1615.9856192031	0.2142345617	359.7239975133
ə	u_3	пхдзы	пот	705.1761784774	1623.1322912009	0.2142345617	359.7339975133
ə	u_3	пхдзы	пот	749.501041989	1623.6728282344	0.2142345617	359.7439975133
ə	u_3	пхдзы	пот	766.9033162536	1599.4286047789	0.2142345617	359.7539975133
ə	u_3	пхдзы	пот	755.908201882	1599.0285113172	0.2142345617	359.7639975133
ə	u_3	пхдзы	пот	--undefined--	--undefined--	0.2142345617	359.7739975133
ə	u_3	пхдзы	пот	--undefined--	--undefined--	0.2142345617	359.7839975133
ə	cf	пхдзы	пот	--undefined--	--undefined--	0.1883786663	361.199671241
ə	cf	пхдзы	пот	--undefined--	--undefined--	0.1883786663	361.209671241
ə	cf	пхдзы	пот	--undefined--	--undefined--	0.1883786663	361.219671241
ə	cf	пхдзы	пот	541.5084353401	1808.1455560055	0.1883786663	361.229671241
ə	cf	пхдзы	пот	572.6832731541	1797.8703829013	0.1883786663	361.239671241
ə	cf	пхдзы	пот	595.0804031057	1731.2930461509	0.1883786663	361.249671241
ə	cf	пхдзы	пот	628.5029685058	1715.707986759	0.1883786663	361.259671241
ə	cf	пхдзы	пот	662.1869885539	1723.7732529728	0.1883786663	361.269671241
ə	cf	пхдзы	пот	653.0816107964	1722.5518391837	0.1883786663	361.279671241
ə	cf	пхдзы	пот	648.0780122567	1686.4531680763	0.1883786663	361.289671241
ə	cf	пхдзы	пот	658.2243494314	1639.7589493287	0.1883786663	361.299671241
ə	cf	пхдзы	пот	665.2201286722	1650.5876813052	0.1883786663	361.309671241
ə	cf	пхдзы	пот	683.7164170468	1681.3970190294	0.1883786663	361.319671241
ə	cf	пхдзы	пот	741.5635379669	1701.2678362206	0.1883786663	361.329671241
ə	cf	пхдзы	пот	777.3599065694	1687.386521254	0.1883786663	361.339671241
ə	cf	пхдзы	пот	786.1729407656	1634.2168665845	0.1883786663	361.349671241
ə	cf	пхдзы	пот	785.4445793541	1596.1394040393	0.1883786663	361.359671241
ə	cf	пхдзы	пот	--undefined--	--undefined--	0.1883786663	361.369671241
ə	cf	пхдзы	пот	--undefined--	--undefined--	0.1883786663	361.379671241
ə	u_1	пхты	чесотка	--undefined--	--undefined--	0.1514416729	366.4038328103
ə	u_1	пхты	чесотка	--undefined--	--undefined--	0.1514416729	366.4138328103
ə	u_1	пхты	чесотка	--undefined--	--undefined--	0.1514416729	366.4238328103
ə	u_1	пхты	чесотка	666.5606108404	1744.5081418924	0.1514416729	366.4338328103
ə	u_1	пхты	чесотка	661.7869679909	1710.8644318791	0.1514416729	366.4438328103
ə	u_1	пхты	чесотка	650.8796937078	1672.6519489653	0.1514416729	366.4538328103
ə	u_1	пхты	чесотка	663.145772026	1684.6033296955	0.1514416729	366.4638328103
ə	u_1	пхты	чесотка	681.9500752419	1710.810894432	0.1514416729	366.4738328103
ə	u_1	пхты	чесотка	699.570701902	1672.8750391747	0.1514416729	366.4838328103
ə	u_1	пхты	чесотка	725.9130757095	1660.0092107828	0.1514416729	366.4938328103
ə	u_1	пхты	чесотка	773.0632058779	1686.8141292762	0.1514416729	366.5038328103
ə	u_1	пхты	чесотка	793.7092262823	1706.8245535457	0.1514416729	366.5138328103
ə	u_1	пхты	чесотка	812.5950804014	1698.8558799336	0.1514416729	366.5238328103
ə	u_1	пхты	чесотка	--undefined--	--undefined--	0.1514416729	366.5338328103
ə	u_1	пхты	чесотка	--undefined--	--undefined--	0.1514416729	366.5438328103
ə	u_1	пхты	чесотка	--undefined--	--undefined--	0.1514416729	366.5538328103
ə	u_2	пхты	чесотка	--undefined--	--undefined--	0.1440542743	367.5045552136
ə	u_2	пхты	чесотка	--undefined--	--undefined--	0.1440542743	367.5145552136
ə	u_2	пхты	чесотка	--undefined--	--undefined--	0.1440542743	367.5245552136
ə	u_2	пхты	чесотка	653.8633747135	1641.2380171432	0.1440542743	367.5345552136
ə	u_2	пхты	чесотка	666.7804265964	1643.9971053876	0.1440542743	367.5445552136
ə	u_2	пхты	чесотка	684.0496440253	1645.8045119235	0.1440542743	367.5545552136
ə	u_2	пхты	чесотка	694.5749617243	1625.698567952	0.1440542743	367.5645552136
ə	u_2	пхты	чесотка	701.1051319622	1630.0965502918	0.1440542743	367.5745552136
ə	u_2	пхты	чесотка	716.7730741282	1651.2014916535	0.1440542743	367.5845552136
ə	u_2	пхты	чесотка	745.8942484524	1653.2381745774	0.1440542743	367.5945552136
ə	u_2	пхты	чесотка	784.1245445596	1652.56498962	0.1440542743	367.6045552136
ə	u_2	пхты	чесотка	798.7373314068	1648.2146319129	0.1440542743	367.6145552136
ə	u_2	пхты	чесотка	807.6070414111	1637.61313114	0.1440542743	367.6245552136
ə	u_2	пхты	чесотка	--undefined--	--undefined--	0.1440542743	367.6345552136
ə	u_2	пхты	чесотка	--undefined--	--undefined--	0.1440542743	367.6445552136
ə	u_3	пхты	чесотка	--undefined--	--undefined--	0.1440542743	368.5868091202
ə	u_3	пхты	чесотка	--undefined--	--undefined--	0.1440542743	368.5968091202
ə	u_3	пхты	чесотка	--undefined--	--undefined--	0.1440542743	368.6068091202
ə	u_3	пхты	чесотка	676.3620563268	1704.4026750403	0.1440542743	368.6168091202
ə	u_3	пхты	чесотка	678.1876362236	1699.9503864663	0.1440542743	368.6268091202
ə	u_3	пхты	чесотка	674.3577748965	1695.0198423213	0.1440542743	368.6368091202
ə	u_3	пхты	чесотка	675.8907199585	1692.3795492826	0.1440542743	368.6468091202
ə	u_3	пхты	чесотка	683.7491413645	1690.860644282	0.1440542743	368.6568091202
ə	u_3	пхты	чесотка	719.5113947594	1693.408492694	0.1440542743	368.6668091202
ə	u_3	пхты	чесотка	781.1445162346	1685.654533567	0.1440542743	368.6768091202
ə	u_3	пхты	чесотка	798.3275018406	1684.627970232	0.1440542743	368.6868091202
ə	u_3	пхты	чесотка	806.9152483495	1671.4034376118	0.1440542743	368.6968091202
ə	u_3	пхты	чесотка	817.0614028242	1683.0695475752	0.1440542743	368.7068091202
ə	u_3	пхты	чесотка	--undefined--	--undefined--	0.1440542743	368.7168091202
ə	u_3	пхты	чесотка	--undefined--	--undefined--	0.1440542743	368.7268091202
ə	cf	пхты	чесотка	--undefined--	--undefined--	0.1403605749	369.8625003126
ə	cf	пхты	чесотка	--undefined--	--undefined--	0.1403605749	369.8725003126
ə	cf	пхты	чесотка	--undefined--	--undefined--	0.1403605749	369.8825003126
ə	cf	пхты	чесотка	673.6477966115	1631.3611883014	0.1403605749	369.8925003126
ə	cf	пхты	чесотка	687.8685624522	1647.2524909937	0.1403605749	369.9025003126
ə	cf	пхты	чесотка	703.7122075799	1670.0675766705	0.1403605749	369.9125003126
ə	cf	пхты	чесотка	718.5455244119	1687.4203802846	0.1403605749	369.9225003126
ə	cf	пхты	чесотка	763.3573472322	1684.1920339021	0.1403605749	369.9325003126
ə	cf	пхты	чесотка	785.6317821619	1648.1421226697	0.1403605749	369.9425003126
ə	cf	пхты	чесотка	804.8590734088	1647.4290064641	0.1403605749	369.9525003126
ə	cf	пхты	чесотка	846.8050507626	1671.519340366	0.1403605749	369.9625003126
ə	cf	пхты	чесотка	812.1450640075	1650.9852951645	0.1403605749	369.9725003126
ə	cf	пхты	чесотка	--undefined--	--undefined--	0.1403605749	369.9825003126
ə	cf	пхты	чесотка	--undefined--	--undefined--	0.1403605749	369.9925003126
ə	cf	пхты	чесотка	--undefined--	--undefined--	0.1403605749	370.0025003126
a	u_1	пша	ветер	--undefined--	--undefined--	0.206847163	374.4923977922
a	u_1	пша	ветер	--undefined--	--undefined--	0.206847163	374.5023977922
a	u_1	пша	ветер	--undefined--	--undefined--	0.206847163	374.5123977922
a	u_1	пша	ветер	793.0892524641	1475.8856692418	0.206847163	374.5223977922
a	u_1	пша	ветер	814.2449422928	1453.3355057172	0.206847163	374.5323977922
a	u_1	пша	ветер	819.4634843353	1447.8048003703	0.206847163	374.5423977922
a	u_1	пша	ветер	833.5032856095	1479.8939918934	0.206847163	374.5523977922
a	u_1	пша	ветер	840.2044339805	1480.681088287	0.206847163	374.5623977922
a	u_1	пша	ветер	844.7423622244	1494.9067783663	0.206847163	374.5723977922
a	u_1	пша	ветер	845.0204514135	1495.9018114038	0.206847163	374.5823977922
a	u_1	пша	ветер	849.682539085	1510.4222593053	0.206847163	374.5923977922
a	u_1	пша	ветер	845.2176845233	1545.5163686228	0.206847163	374.6023977922
