sound	utterance	word	trans	f1	f2	duration	step_time
a	cf	пшка	мягкий	829.17211717	1608.7447370935	0.1649942745	300.2770560153
a	cf	пшка	мягкий	841.5163323264	1621.1582493332	0.1649942745	300.2870560153
a	cf	пшка	мягкий	867.0006226651	1615.1891542039	0.1649942745	300.2970560153
a	cf	пшка	мягкий	886.9674267736	1583.0486729743	0.1649942745	300.3070560153
a	cf	пшка	мягкий	919.000508627	1599.9472103358	0.1649942745	300.3170560153
a	cf	пшка	мягкий	945.3332727767	1570.5267305261	0.1649942745	300.3270560153
a	cf	пшка	мягкий	1004.1035998848	1559.5850497215	0.1649942745	300.3370560153
a	cf	пшка	мягкий	1057.2956876423	1589.1158629407	0.1649942745	300.3470560153
a	cf	пшка	мягкий	1027.2666137634	1562.3497970582	0.1649942745	300.3570560153
a	cf	пшка	мягкий	1014.9415769417	1583.5290008578	0.1649942745	300.3670560153
a	cf	пшка	мягкий	997.1665121669	1603.3523524768	0.1649942745	300.3770560153
a	cf	пшка	мягкий	978.3767444636	1565.1277520774	0.1649942745	300.3870560153
a	cf	пшка	мягкий	--undefined--	--undefined--	0.1649942745	300.3970560153
a	cf	пшка	мягкий	--undefined--	--undefined--	0.1649942745	300.4070560153
ə	u_1	пыц	зуб	--undefined--	--undefined--	0.0651293189	304.061035877
ə	u_1	пыц	зуб	--undefined--	--undefined--	0.0651293189	304.071035877
ə	u_1	пыц	зуб	--undefined--	--undefined--	0.0651293189	304.081035877
ə	u_1	пыц	зуб	552.7369987216	1746.1466344756	0.0651293189	304.091035877
ə	u_1	пыц	зуб	535.2910925998	1737.914932941	0.0651293189	304.101035877
ə	u_1	пыц	зуб	--undefined--	--undefined--	0.0651293189	304.111035877
ə	u_1	пыц	зуб	--undefined--	--undefined--	0.0651293189	304.121035877
ə	u_2	пыц	зуб	--undefined--	--undefined--	0.0738132281	305.2116538442
ə	u_2	пыц	зуб	--undefined--	--undefined--	0.0738132281	305.2216538442
ə	u_2	пыц	зуб	--undefined--	--undefined--	0.0738132281	305.2316538442
ə	u_2	пыц	зуб	598.8936291671	1697.2615600244	0.0738132281	305.2416538442
ə	u_2	пыц	зуб	584.5635829294	1702.3106528501	0.0738132281	305.2516538442
ə	u_2	пыц	зуб	--undefined--	--undefined--	0.0738132281	305.2616538442
ə	u_2	пыц	зуб	--undefined--	--undefined--	0.0738132281	305.2716538442
ə	u_2	пыц	зуб	--undefined--	--undefined--	0.0738132281	305.2816538442
ə	u_3	пыц	зуб	--undefined--	--undefined--	0.0738132281	306.2233292645
ə	u_3	пыц	зуб	--undefined--	--undefined--	0.0738132281	306.2333292645
ə	u_3	пыц	зуб	--undefined--	--undefined--	0.0738132281	306.2433292645
ə	u_3	пыц	зуб	611.1438390461	1646.5882454472	0.0738132281	306.2533292645
ə	u_3	пыц	зуб	589.8681289217	1671.1940127636	0.0738132281	306.2633292645
ə	u_3	пыц	зуб	--undefined--	--undefined--	0.0738132281	306.2733292645
ə	u_3	пыц	зуб	--undefined--	--undefined--	0.0738132281	306.2833292645
ə	u_3	пыц	зуб	--undefined--	--undefined--	0.0738132281	306.2933292645
ə	cf	пыц	зуб	--undefined--	--undefined--	0.0911810465	307.5339266964
ə	cf	пыц	зуб	--undefined--	--undefined--	0.0911810465	307.5439266964
ə	cf	пыц	зуб	--undefined--	--undefined--	0.0911810465	307.5539266964
ə	cf	пыц	зуб	590.4088616935	1634.662318718	0.0911810465	307.5639266964
ə	cf	пыц	зуб	584.575018743	1653.8767400701	0.0911810465	307.5739266964
ə	cf	пыц	зуб	558.621675972	1624.4286166813	0.0911810465	307.5839266964
ə	cf	пыц	зуб	545.9007211271	1600.7573090419	0.0911810465	307.5939266964
ə	cf	пыц	зуб	--undefined--	--undefined--	0.0911810465	307.6039266964
ə	cf	пыц	зуб	--undefined--	--undefined--	0.0911810465	307.6139266964
ə	cf	пыц	зуб	--undefined--	--undefined--	0.0911810465	307.6239266964
a	u_1	стажь	впусти	--undefined--	--undefined--	0.1867040475	312.9395330143
a	u_1	стажь	впусти	--undefined--	--undefined--	0.1867040475	312.9495330143
a	u_1	стажь	впусти	--undefined--	--undefined--	0.1867040475	312.9595330143
a	u_1	стажь	впусти	887.9326733481	1622.7213820148	0.1867040475	312.9695330143
a	u_1	стажь	впусти	888.9595829878	1597.3520372385	0.1867040475	312.9795330143
a	u_1	стажь	впусти	889.9127443404	1553.9851282905	0.1867040475	312.9895330143
a	u_1	стажь	впусти	905.3714215519	1606.348048222	0.1867040475	312.9995330143
a	u_1	стажь	впусти	921.5558567127	1651.6406903206	0.1867040475	313.0095330143
a	u_1	стажь	впусти	915.5168843758	1663.7548659595	0.1867040475	313.0195330143
a	u_1	стажь	впусти	911.8184281592	1688.1412861041	0.1867040475	313.0295330143
a	u_1	стажь	впусти	896.3584404156	1700.5325029473	0.1867040475	313.0395330143
a	u_1	стажь	впусти	852.0920620385	1715.1919543665	0.1867040475	313.0495330143
a	u_1	стажь	впусти	793.9377436139	1707.7720218188	0.1867040475	313.0595330143
a	u_1	стажь	впусти	770.2418094968	1742.3970519085	0.1867040475	313.0695330143
a	u_1	стажь	впусти	739.5396619674	1744.7635220474	0.1867040475	313.0795330143
a	u_1	стажь	впусти	715.7627831928	1811.2767043412	0.1867040475	313.0895330143
a	u_1	стажь	впусти	676.2691075801	1852.1199967272	0.1867040475	313.0995330143
a	u_1	стажь	впусти	--undefined--	--undefined--	0.1867040475	313.1095330143
a	u_1	стажь	впусти	--undefined--	--undefined--	0.1867040475	313.1195330143
a	u_2	стажь	впусти	--undefined--	--undefined--	0.1910460021	314.2160676647
a	u_2	стажь	впусти	--undefined--	--undefined--	0.1910460021	314.2260676647
a	u_2	стажь	впусти	--undefined--	--undefined--	0.1910460021	314.2360676647
a	u_2	стажь	впусти	855.7043726718	1567.1548450903	0.1910460021	314.2460676647
a	u_2	стажь	впусти	857.5067636105	1591.5788376275	0.1910460021	314.2560676647
a	u_2	стажь	впусти	853.5439349276	1596.0219343133	0.1910460021	314.2660676647
a	u_2	стажь	впусти	861.6694082927	1576.513081425	0.1910460021	314.2760676647
a	u_2	стажь	впусти	865.1213738177	1592.9707614929	0.1910460021	314.2860676647
a	u_2	стажь	впусти	858.551100486	1623.5603631738	0.1910460021	314.2960676647
a	u_2	стажь	впусти	852.8539023846	1642.5527247301	0.1910460021	314.3060676647
a	u_2	стажь	впусти	836.7255669224	1672.5069285621	0.1910460021	314.3160676647
a	u_2	стажь	впусти	800.154180848	1701.0489886395	0.1910460021	314.3260676647
a	u_2	стажь	впусти	769.1315094236	1742.3649748219	0.1910460021	314.3360676647
a	u_2	стажь	впусти	744.4071961562	1808.7815299257	0.1910460021	314.3460676647
a	u_2	стажь	впусти	723.0174067124	1827.0973839936	0.1910460021	314.3560676647
a	u_2	стажь	впусти	702.1380205363	1794.4181256425	0.1910460021	314.3660676647
a	u_2	стажь	впусти	647.7759200206	1723.22169127	0.1910460021	314.3760676647
a	u_2	стажь	впусти	--undefined--	--undefined--	0.1910460021	314.3860676647
a	u_2	стажь	впусти	--undefined--	--undefined--	0.1910460021	314.3960676647
a	u_2	стажь	впусти	--undefined--	--undefined--	0.1910460021	314.4060676647
a	u_3	стажь	впусти	--undefined--	--undefined--	0.1649942745	315.3623436773
a	u_3	стажь	впусти	--undefined--	--undefined--	0.1649942745	315.3723436773
a	u_3	стажь	впусти	--undefined--	--undefined--	0.1649942745	315.3823436773
a	u_3	стажь	впусти	841.8650455433	1571.5064958443	0.1649942745	315.3923436773
a	u_3	стажь	впусти	839.372878693	1616.970771156	0.1649942745	315.4023436773
a	u_3	стажь	впусти	829.603910968	1602.6491261345	0.1649942745	315.4123436773
a	u_3	стажь	впусти	815.7401613662	1626.5521039423	0.1649942745	315.4223436773
a	u_3	стажь	впусти	809.144737823	1625.3689784725	0.1649942745	315.4323436773
a	u_3	стажь	впусти	803.3035347602	1667.3499719409	0.1649942745	315.4423436773
a	u_3	стажь	впусти	786.0039232566	1688.8365224068	0.1649942745	315.4523436773
a	u_3	стажь	впусти	772.5852500256	1745.6397662975	0.1649942745	315.4623436773
a	u_3	стажь	впусти	752.7368848351	1824.7506780678	0.1649942745	315.4723436773
a	u_3	стажь	впусти	723.3732640897	1838.941498816	0.1649942745	315.4823436773
a	u_3	стажь	впусти	691.0708442438	1823.6210545974	0.1649942745	315.4923436773
a	u_3	стажь	впусти	635.7446743219	1795.0146722857	0.1649942745	315.5023436773
a	u_3	стажь	впусти	--undefined--	--undefined--	0.1649942745	315.5123436773
a	u_3	стажь	впусти	--undefined--	--undefined--	0.1649942745	315.5223436773
a	cf	стажь	впусти	--undefined--	--undefined--	0.1910460021	316.7355330143
a	cf	стажь	впусти	--undefined--	--undefined--	0.1910460021	316.7455330143
a	cf	стажь	впусти	--undefined--	--undefined--	0.1910460021	316.7555330143
a	cf	стажь	впусти	854.9190697851	1627.1257228355	0.1910460021	316.7655330143
a	cf	стажь	впусти	873.1043774382	1642.9030632759	0.1910460021	316.7755330143
a	cf	стажь	впусти	872.0914963831	1633.0037228756	0.1910460021	316.7855330143
a	cf	стажь	впусти	864.404670341	1613.3316768826	0.1910460021	316.7955330143
a	cf	стажь	впусти	859.3169721019	1570.7423237397	0.1910460021	316.8055330143
a	cf	стажь	впусти	860.6086948429	1568.62233872	0.1910460021	316.8155330143
a	cf	стажь	впусти	844.6135683443	1596.3877778159	0.1910460021	316.8255330143
a	cf	стажь	впусти	819.910241782	1592.1930780301	0.1910460021	316.8355330143
a	cf	стажь	впусти	803.296574188	1611.5870526891	0.1910460021	316.8455330143
a	cf	стажь	впусти	788.9729306102	1650.1614805785	0.1910460021	316.8555330143
a	cf	стажь	впусти	777.9785665103	1724.0548024635	0.1910460021	316.8655330143
a	cf	стажь	впусти	771.7726890229	1781.7331634442	0.1910460021	316.8755330143
a	cf	стажь	впусти	743.5476168278	1824.4970551409	0.1910460021	316.8855330143
a	cf	стажь	впусти	703.4218594592	1839.4866949627	0.1910460021	316.8955330143
a	cf	стажь	впусти	--undefined--	--undefined--	0.1910460021	316.9055330143
a	cf	стажь	впусти	--undefined--	--undefined--	0.1910460021	316.9155330143
a	cf	стажь	впусти	--undefined--	--undefined--	0.1910460021	316.9255330143
ə	u_1	тшЫщщ	погладь себя	--undefined--	--undefined--	0.1155101302	322.2012558354
ə	u_1	тшЫщщ	погладь себя	--undefined--	--undefined--	0.1155101302	322.2112558354
ə	u_1	тшЫщщ	погладь себя	--undefined--	--undefined--	0.1155101302	322.2212558354
ə	u_1	тшЫщщ	погладь себя	528.2403882701	1634.4756099663	0.1155101302	322.2312558354
ə	u_1	тшЫщщ	погладь себя	518.2150317376	1673.2141019302	0.1155101302	322.2412558354
ə	u_1	тшЫщщ	погладь себя	514.3923056507	1714.8716117851	0.1155101302	322.2512558354
ə	u_1	тшЫщщ	погладь себя	518.5434080616	1781.5675799791	0.1155101302	322.2612558354
ə	u_1	тшЫщщ	погладь себя	517.5410621629	1880.3232271801	0.1155101302	322.2712558354
ə	u_1	тшЫщщ	погладь себя	497.7982773785	1978.4705058788	0.1155101302	322.2812558354
ə	u_1	тшЫщщ	погладь себя	469.070376481	2193.815297227	0.1155101302	322.2912558354
ə	u_1	тшЫщщ	погладь себя	--undefined--	--undefined--	0.1155101302	322.3012558354
ə	u_1	тшЫщщ	погладь себя	--undefined--	--undefined--	0.1155101302	322.3112558354
ə	u_2	тшЫщщ	погладь себя	--undefined--	--undefined--	0.0847074288	323.8646017098
ə	u_2	тшЫщщ	погладь себя	--undefined--	--undefined--	0.0847074288	323.8746017098
ə	u_2	тшЫщщ	погладь себя	--undefined--	--undefined--	0.0847074288	323.8846017098
ə	u_2	тшЫщщ	погладь себя	551.7555594888	1650.8764288418	0.0847074288	323.8946017098
ə	u_2	тшЫщщ	погладь себя	546.0813640468	1702.8219082445	0.0847074288	323.9046017098
ə	u_2	тшЫщщ	погладь себя	534.0283737011	1774.7627320141	0.0847074288	323.9146017098
ə	u_2	тшЫщщ	погладь себя	524.5616085392	1822.3536251828	0.0847074288	323.9246017098
ə	u_2	тшЫщщ	погладь себя	--undefined--	--undefined--	0.0847074288	323.9346017098
ə	u_2	тшЫщщ	погладь себя	--undefined--	--undefined--	0.0847074288	323.9446017098
ə	u_3	тшЫщщ	погладь себя	--undefined--	--undefined--	0.0847074288	325.2507232718
ə	u_3	тшЫщщ	погладь себя	--undefined--	--undefined--	0.0847074288	325.2607232718
ə	u_3	тшЫщщ	погладь себя	--undefined--	--undefined--	0.0847074288	325.2707232718
ə	u_3	тшЫщщ	погладь себя	524.0282879639	1704.0972759583	0.0847074288	325.2807232718
ə	u_3	тшЫщщ	погладь себя	517.5115169257	1801.8258695661	0.0847074288	325.2907232718
ə	u_3	тшЫщщ	погладь себя	514.5074955315	1851.5407555565	0.0847074288	325.3007232718
ə	u_3	тшЫщщ	погладь себя	501.7277071716	1870.796695639	0.0847074288	325.3107232718
ə	u_3	тшЫщщ	погладь себя	--undefined--	--undefined--	0.0847074288	325.3207232718
ə	u_3	тшЫщщ	погладь себя	--undefined--	--undefined--	0.0847074288	325.3307232718
ə	cf	тшЫщщ	погладь себя	--undefined--	--undefined--	0.1078094548	326.5675387557
ə	cf	тшЫщщ	погладь себя	--undefined--	--undefined--	0.1078094548	326.5775387557
ə	cf	тшЫщщ	погладь себя	--undefined--	--undefined--	0.1078094548	326.5875387557
ə	cf	тшЫщщ	погладь себя	539.2380289959	1707.9780204088	0.1078094548	326.5975387557
ə	cf	тшЫщщ	погладь себя	546.2764468217	1736.6854331011	0.1078094548	326.6075387557
ə	cf	тшЫщщ	погладь себя	552.3278933832	1774.8100442944	0.1078094548	326.6175387557
ə	cf	тшЫщщ	погладь себя	548.1457628116	1794.080861193	0.1078094548	326.6275387557
ə	cf	тшЫщщ	погладь себя	546.7716837597	1828.5780543759	0.1078094548	326.6375387557
ə	cf	тшЫщщ	погладь себя	531.8305665494	1834.9414393773	0.1078094548	326.6475387557
ə	cf	тшЫщщ	погладь себя	--undefined--	--undefined--	0.1078094548	326.6575387557
ə	cf	тшЫщщ	погладь себя	--undefined--	--undefined--	0.1078094548	326.6675387557
ə	u_1	тшбыг	коса	--undefined--	--undefined--	0.1078094548	331.2542499699
ə	u_1	тшбыг	коса	--undefined--	--undefined--	0.1078094548	331.2642499699
ə	u_1	тшбыг	коса	--undefined--	--undefined--	0.1078094548	331.2742499699
ə	u_1	тшбыг	коса	517.1615596146	1342.1617344293	0.1078094548	331.2842499699
ə	u_1	тшбыг	коса	516.5177868681	1350.2092937389	0.1078094548	331.2942499699
ə	u_1	тшбыг	коса	522.813808133	1375.0907141858	0.1078094548	331.3042499699
ə	u_1	тшбыг	коса	524.8014982555	1382.3576439129	0.1078094548	331.3142499699
ə	u_1	тшбыг	коса	505.7300189994	1390.6803924049	0.1078094548	331.3242499699
ə	u_1	тшбыг	коса	470.4137917295	1383.5854998131	0.1078094548	331.3342499699
ə	u_1	тшбыг	коса	--undefined--	--undefined--	0.1078094548	331.3442499699
ə	u_1	тшбыг	коса	--undefined--	--undefined--	0.1078094548	331.3542499699
ə	u_2	тшбыг	коса	--undefined--	--undefined--	0.1001087795	332.3477458688
ə	u_2	тшбыг	коса	--undefined--	--undefined--	0.1001087795	332.3577458688
ə	u_2	тшбыг	коса	--undefined--	--undefined--	0.1001087795	332.3677458688
ə	u_2	тшбыг	коса	508.8608897264	1370.8948080833	0.1001087795	332.3777458688
ə	u_2	тшбыг	коса	488.5503507704	1383.7464193125	0.1001087795	332.3877458688
ə	u_2	тшбыг	коса	487.983704601	1412.0913280353	0.1001087795	332.3977458688
ə	u_2	тшбыг	коса	479.9285253778	1444.4667217382	0.1001087795	332.4077458688
ə	u_2	тшбыг	коса	465.0342716502	1474.5995144605	0.1001087795	332.4177458688
ə	u_2	тшбыг	коса	--undefined--	--undefined--	0.1001087795	332.4277458688
ə	u_2	тшбыг	коса	--undefined--	--undefined--	0.1001087795	332.4377458688
ə	u_2	тшбыг	коса	--undefined--	--undefined--	0.1001087795	332.4477458688
ə	u_3	тшбыг	коса	--undefined--	--undefined--	0.1001087795	333.4643437937
ə	u_3	тшбыг	коса	--undefined--	--undefined--	0.1001087795	333.4743437937
ə	u_3	тшбыг	коса	--undefined--	--undefined--	0.1001087795	333.4843437937
ə	u_3	тшбыг	коса	462.6219841986	1360.0258539738	0.1001087795	333.4943437937
ə	u_3	тшбыг	коса	427.85317527	1355.9670240203	0.1001087795	333.5043437937
ə	u_3	тшбыг	коса	413.7124679371	1353.5657704399	0.1001087795	333.5143437937
ə	u_3	тшбыг	коса	402.3905799429	1350.6056392501	0.1001087795	333.5243437937
ə	u_3	тшбыг	коса	387.6647009862	1323.8268766539	0.1001087795	333.5343437937
ə	u_3	тшбыг	коса	--undefined--	--undefined--	0.1001087795	333.5443437937
ə	u_3	тшбыг	коса	--undefined--	--undefined--	0.1001087795	333.5543437937
ə	u_3	тшбыг	коса	--undefined--	--undefined--	0.1001087795	333.5643437937
ə	cf	тшбыг	коса	--undefined--	--undefined--	0.1232108055	334.8336369258
ə	cf	тшбыг	коса	--undefined--	--undefined--	0.1232108055	334.8436369258
ə	cf	тшбыг	коса	--undefined--	--undefined--	0.1232108055	334.8536369258
ə	cf	тшбыг	коса	539.6994668478	1391.7111391063	0.1232108055	334.8636369258
ə	cf	тшбыг	коса	540.2679344173	1385.8121604252	0.1232108055	334.8736369258
ə	cf	тшбыг	коса	558.0416857258	1423.4273178745	0.1232108055	334.8836369258
ə	cf	тшбыг	коса	561.0302592664	1442.9830023551	0.1232108055	334.8936369258
ə	cf	тшбыг	коса	547.519546035	1447.4056807033	0.1232108055	334.9036369258
ə	cf	тшбыг	коса	519.759902978	1485.2537872567	0.1232108055	334.9136369258
ə	cf	тшбыг	коса	497.3747436578	1499.6835576377	0.1232108055	334.9236369258
ə	cf	тшбыг	коса	--undefined--	--undefined--	0.1232108055	334.9336369258
ə	cf	тшбыг	коса	--undefined--	--undefined--	0.1232108055	334.9436369258
ə	cf	тшбыг	коса	--undefined--	--undefined--	0.1232108055	334.9536369258
ə	u_1	тшжьы	конина	--undefined--	--undefined--	0.2457815536	340.3242184464
ə	u_1	тшжьы	конина	--undefined--	--undefined--	0.2457815536	340.3342184464
ə	u_1	тшжьы	конина	--undefined--	--undefined--	0.2457815536	340.3442184464
ə	u_1	тшжьы	конина	484.095485128	2184.7756704208	0.2457815536	340.3542184464
ə	u_1	тшжьы	конина	477.3452436096	2171.4852627404	0.2457815536	340.3642184464
ə	u_1	тшжьы	конина	479.4235017458	2129.8031079238	0.2457815536	340.3742184464
ə	u_1	тшжьы	конина	480.0001813153	2095.1875742334	0.2457815536	340.3842184464
ə	u_1	тшжьы	конина	487.8680619476	2039.0460337127	0.2457815536	340.3942184464
ə	u_1	тшжьы	конина	497.7325816634	2004.8114116945	0.2457815536	340.4042184464
ə	u_1	тшжьы	конина	510.30797897	1947.236530629	0.2457815536	340.4142184464
ə	u_1	тшжьы	конина	551.9766508538	1936.5156354395	0.2457815536	340.4242184464
ə	u_1	тшжьы	конина	616.7565516716	1863.6174567732	0.2457815536	340.4342184464
ə	u_1	тшжьы	конина	685.872327622	1843.3629584772	0.2457815536	340.4442184464
ə	u_1	тшжьы	конина	715.334975774	1797.6093846621	0.2457815536	340.4542184464
ə	u_1	тшжьы	конина	716.6980083867	1755.6677466822	0.2457815536	340.4642184464
ə	u_1	тшжьы	конина	720.0724887934	1748.6724395963	0.2457815536	340.4742184464
ə	u_1	тшжьы	конина	726.0471757521	1713.150496569	0.2457815536	340.4842184464
ə	u_1	тшжьы	конина	688.8847748435	1702.8292055696	0.2457815536	340.4942184464
ə	u_1	тшжьы	конина	612.7292468158	1678.201200508	0.2457815536	340.5042184464
ə	u_1	тшжьы	конина	478.3875612381	1693.8548402034	0.2457815536	340.5142184464
ə	u_1	тшжьы	конина	338.3573191603	1586.0288334976	0.2457815536	340.5242184464
ə	u_1	тшжьы	конина	565.9197807827	1625.4551374872	0.2457815536	340.5342184464
ə	u_1	тшжьы	конина	368.0556438858	1542.0384794234	0.2457815536	340.5442184464
ə	u_1	тшжьы	конина	--undefined--	--undefined--	0.2457815536	340.5542184464
ə	u_1	тшжьы	конина	--undefined--	--undefined--	0.2457815536	340.5642184464
ə	u_2	тшжьы	конина	--undefined--	--undefined--	0.167208495	341.4434292225
ə	u_2	тшжьы	конина	--undefined--	--undefined--	0.167208495	341.4534292225
ə	u_2	тшжьы	конина	--undefined--	--undefined--	0.167208495	341.4634292225
ə	u_2	тшжьы	конина	515.8303396265	2034.7603621834	0.167208495	341.4734292225
ə	u_2	тшжьы	конина	531.5175819978	1997.0054028223	0.167208495	341.4834292225
ə	u_2	тшжьы	конина	545.9362990945	1940.3449855417	0.167208495	341.4934292225
ə	u_2	тшжьы	конина	567.6467146727	1885.8958877474	0.167208495	341.5034292225
ə	u_2	тшжьы	конина	577.1295373187	1867.424334052	0.167208495	341.5134292225
ə	u_2	тшжьы	конина	590.016279583	1824.8970363474	0.167208495	341.5234292225
ə	u_2	тшжьы	конина	601.7656493341	1767.027279434	0.167208495	341.5334292225
ə	u_2	тшжьы	конина	609.675803468	1769.0831645333	0.167208495	341.5434292225
ə	u_2	тшжьы	конина	647.8635990851	1724.9827765879	0.167208495	341.5534292225
ə	u_2	тшжьы	конина	675.5358239662	1686.837909562	0.167208495	341.5634292225
ə	u_2	тшжьы	конина	664.284189979	1669.86535682	0.167208495	341.5734292225
ə	u_2	тшжьы	конина	676.873291759	1679.3046813031	0.167208495	341.5834292225
ə	u_2	тшжьы	конина	--undefined--	--undefined--	0.167208495	341.5934292225
ə	u_2	тшжьы	конина	--undefined--	--undefined--	0.167208495	341.6034292225
ə	u_3	тшжьы	конина	--undefined--	--undefined--	0.1512838764	342.4823737473
ə	u_3	тшжьы	конина	--undefined--	--undefined--	0.1512838764	342.4923737473
ə	u_3	тшжьы	конина	--undefined--	--undefined--	0.1512838764	342.5023737473
ə	u_3	тшжьы	конина	489.4936777232	1983.0605959528	0.1512838764	342.5123737473
ə	u_3	тшжьы	конина	532.6868921856	1918.4687639424	0.1512838764	342.5223737473
ə	u_3	тшжьы	конина	557.9663327294	1878.7403933863	0.1512838764	342.5323737473
ə	u_3	тшжьы	конина	596.3485794368	1854.7638757582	0.1512838764	342.5423737473
ə	u_3	тшжьы	конина	626.6646648619	1836.220364519	0.1512838764	342.5523737473
ə	u_3	тшжьы	конина	650.8589393863	1788.2259250614	0.1512838764	342.5623737473
ə	u_3	тшжьы	конина	675.3344290513	1753.6856313099	0.1512838764	342.5723737473
ə	u_3	тшжьы	конина	697.8732092078	1728.1042966833	0.1512838764	342.5823737473
ə	u_3	тшжьы	конина	728.68631379	1699.3451931331	0.1512838764	342.5923737473
ə	u_3	тшжьы	конина	761.1710898409	1681.5734822419	0.1512838764	342.6023737473
ə	u_3	тшжьы	конина	--undefined--	--undefined--	0.1512838764	342.6123737473
ə	u_3	тшжьы	конина	--undefined--	--undefined--	0.1512838764	342.6223737473
ə	u_3	тшжьы	конина	--undefined--	--undefined--	0.1512838764	342.6323737473
ə	cf	тшжьы	конина	--undefined--	--undefined--	0.1751708043	343.8359663259
ə	cf	тшжьы	конина	--undefined--	--undefined--	0.1751708043	343.8459663259
ə	cf	тшжьы	конина	--undefined--	--undefined--	0.1751708043	343.8559663259
ə	cf	тшжьы	конина	518.3815089482	2028.5634996583	0.1751708043	343.8659663259
ə	cf	тшжьы	конина	524.6698961172	1947.9735537455	0.1751708043	343.8759663259
ə	cf	тшжьы	конина	532.0394502539	1872.317545962	0.1751708043	343.8859663259
ə	cf	тшжьы	конина	558.5331428243	1851.5769793766	0.1751708043	343.8959663259
ə	cf	тшжьы	конина	588.624161949	1827.9710820298	0.1751708043	343.9059663259
ə	cf	тшжьы	конина	617.7801907164	1775.4627391844	0.1751708043	343.9159663259
ə	cf	тшжьы	конина	648.9403274458	1747.694973969	0.1751708043	343.9259663259
ə	cf	тшжьы	конина	664.1716271475	1701.5500861901	0.1751708043	343.9359663259
ə	cf	тшжьы	конина	688.2693036032	1702.297729087	0.1751708043	343.9459663259
ə	cf	тшжьы	конина	694.872983503	1676.664888436	0.1751708043	343.9559663259
ə	cf	тшжьы	конина	705.5605660707	1639.2510856419	0.1751708043	343.9659663259
ə	cf	тшжьы	конина	722.8829506843	1643.0305780963	0.1751708043	343.9759663259
ə	cf	тшжьы	конина	736.7441496408	1653.3603382305	0.1751708043	343.9859663259
ə	cf	тшжьы	конина	--undefined--	--undefined--	0.1751708043	343.9959663259
ə	cf	тшжьы	конина	--undefined--	--undefined--	0.1751708043	344.0059663259
a	u_1	тшпсАх	меняйся	--undefined--	--undefined--	0.1619002888	349.478741221
a	u_1	тшпсАх	меняйся	--undefined--	--undefined--	0.1619002888	349.488741221
a	u_1	тшпсАх	меняйся	--undefined--	--undefined--	0.1619002888	349.498741221
a	u_1	тшпсАх	меняйся	810.3342338911	1392.6646302146	0.1619002888	349.508741221
a	u_1	тшпсАх	меняйся	830.9954495978	1421.3406754409	0.1619002888	349.518741221
a	u_1	тшпсАх	меняйся	861.1547459048	1451.9727651152	0.1619002888	349.528741221
a	u_1	тшпсАх	меняйся	881.9053911169	1465.4249839951	0.1619002888	349.538741221
a	u_1	тшпсАх	меняйся	880.7991255717	1476.8877283983	0.1619002888	349.548741221
a	u_1	тшпсАх	меняйся	881.0160544435	1457.7837151289	0.1619002888	349.558741221
a	u_1	тшпсАх	меняйся	897.5583396228	1427.1371497408	0.1619002888	349.568741221
a	u_1	тшпсАх	меняйся	908.9947824612	1435.6088437584	0.1619002888	349.578741221
a	u_1	тшпсАх	меняйся	918.7175110093	1455.9156838263	0.1619002888	349.588741221
a	u_1	тшпсАх	меняйся	923.2946213665	1447.9492881859	0.1619002888	349.598741221
a	u_1	тшпсАх	меняйся	904.5163564657	1367.7941061114	0.1619002888	349.608741221
a	u_1	тшпсАх	меняйся	--undefined--	--undefined--	0.1619002888	349.618741221
a	u_1	тшпсАх	меняйся	--undefined--	--undefined--	0.1619002888	349.628741221
a	u_1	тшпсАх	меняйся	--undefined--	--undefined--	0.1619002888	349.638741221
a	u_2	тшпсАх	меняйся	--undefined--	--undefined--	0.1508007586	351.112424122
a	u_2	тшпсАх	меняйся	--undefined--	--undefined--	0.1508007586	351.122424122
a	u_2	тшпсАх	меняйся	--undefined--	--undefined--	0.1508007586	351.132424122
a	u_2	тшпсАх	меняйся	801.2011396285	1462.1090569391	0.1508007586	351.142424122
a	u_2	тшпсАх	меняйся	826.9039615311	1477.4107381929	0.1508007586	351.152424122
a	u_2	тшпсАх	меняйся	842.4803229488	1438.9494128891	0.1508007586	351.162424122
a	u_2	тшпсАх	меняйся	858.910166422	1461.5417395096	0.1508007586	351.172424122
a	u_2	тшпсАх	меняйся	872.3650104386	1442.0711632523	0.1508007586	351.182424122
a	u_2	тшпсАх	меняйся	878.3746970984	1425.8681116365	0.1508007586	351.192424122
a	u_2	тшпсАх	меняйся	884.3239149411	1422.6851730111	0.1508007586	351.202424122
a	u_2	тшпсАх	меняйся	886.1368249815	1422.7594990221	0.1508007586	351.212424122
a	u_2	тшпсАх	меняйся	897.757118614	1418.5093355132	0.1508007586	351.222424122
a	u_2	тшпсАх	меняйся	901.890917395	1401.3480588672	0.1508007586	351.232424122
a	u_2	тшпсАх	меняйся	--undefined--	--undefined--	0.1508007586	351.242424122
a	u_2	тшпсАх	меняйся	--undefined--	--undefined--	0.1508007586	351.252424122
a	u_2	тшпсАх	меняйся	--undefined--	--undefined--	0.1508007586	351.262424122
a	u_3	тшпсАх	меняйся	--undefined--	--undefined--	0.167208495	352.5133074385
a	u_3	тшпсАх	меняйся	--undefined--	--undefined--	0.167208495	352.5233074385
