participant_id,age,handedness,sex,question_id,answer,time_ms
10849c3bf6324bddb1c07b33c40f6354,30,right,male,109,Wrong,1261
10849c3bf6324bddb1c07b33c40f6354,30,right,male,110,Wrong,1566
10849c3bf6324bddb1c07b33c40f6354,30,right,male,111,Wrong,1094
10849c3bf6324bddb1c07b33c40f6354,30,right,male,112,Wrong,1242
10849c3bf6324bddb1c07b33c40f6354,30,right,male,113,Wrong,1496
10849c3bf6324bddb1c07b33c40f6354,30,right,male,114,Wrong,1361
10849c3bf6324bddb1c07b33c40f6354,30,right,male,115,Wrong,1426
10849c3bf6324bddb1c07b33c40f6354,30,right,male,116,Wrong,1285
10849c3bf6324bddb1c07b33c40f6354,30,right,male,117,Wrong,1120
10849c3bf6324bddb1c07b33c40f6354,30,right,male,118,Wrong,1739
10849c3bf6324bddb1c07b33c40f6354,30,right,male,119,Wrong,998
10849c3bf6324bddb1c07b33c40f6354,30,right,male,120,Wrong,1652
10849c3bf6324bddb1c07b33c40f6354,30,right,male,121,Wrong,1432
10849c3bf6324bddb1c07b33c40f6354,30,right,male,122,Wrong,3068
10849c3bf6324bddb1c07b33c40f6354,30,right,male,123,Wrong,1931
10849c3bf6324bddb1c07b33c40f6354,30,right,male,124,Wrong,2517
10849c3bf6324bddb1c07b33c40f6354,30,right,male,125,Wrong,1567
10849c3bf6324bddb1c07b33c40f6354,30,right,male,126,Wrong,1524
10849c3bf6324bddb1c07b33c40f6354,30,right,male,127,Wrong,1599
10849c3bf6324bddb1c07b33c40f6354,30,right,male,128,Wrong,3655
10849c3bf6324bddb1c07b33c40f6354,30,right,male,129,Wrong,1665
10849c3bf6324bddb1c07b33c40f6354,30,right,male,130,Wrong,1369
10849c3bf6324bddb1c07b33c40f6354,30,right,male,131,Wrong,1654
10849c3bf6324bddb1c07b33c40f6354,30,right,male,132,Wrong,1813
10849c3bf6324bddb1c07b33c40f6354,30,right,male,133,Wrong,2199
10849c3bf6324bddb1c07b33c40f6354,30,right,male,134,Wrong,1487
13c2695b718d431669e2dd09e03082eb,30,right,female,81,Correct,2192
13c2695b718d431669e2dd09e03082eb,30,right,female,82,Correct,3110
13c2695b718d431669e2dd09e03082eb,30,right,female,83,Correct,2524
13c2695b718d431669e2dd09e03082eb,30,right,female,84,Correct,1908
13c2695b718d431669e2dd09e03082eb,30,right,female,85,Correct,2214
13c2695b718d431669e2dd09e03082eb,30,right,female,86,Correct,2874
13c2695b718d431669e2dd09e03082eb,30,right,female,87,Correct,3116
13c2695b718d431669e2dd09e03082eb,30,right,female,88,Neither correct nor wrong,6588
13c2695b718d431669e2dd09e03082eb,30,right,female,89,Correct,1771
13c2695b718d431669e2dd09e03082eb,30,right,female,90,Neither correct nor wrong,5110
13c2695b718d431669e2dd09e03082eb,30,right,female,91,Correct,1854
13c2695b718d431669e2dd09e03082eb,30,right,female,92,Neither correct nor wrong,5354
13c2695b718d431669e2dd09e03082eb,30,right,female,93,Correct,3361
13c2695b718d431669e2dd09e03082eb,30,right,female,94,Correct,2290
13c2695b718d431669e2dd09e03082eb,30,right,female,95,Correct,3925
13c2695b718d431669e2dd09e03082eb,30,right,female,96,Neither correct nor wrong,3091
13c2695b718d431669e2dd09e03082eb,30,right,female,97,Neither correct nor wrong,3854
13c2695b718d431669e2dd09e03082eb,30,right,female,98,Neither correct nor wrong,4544
13c2695b718d431669e2dd09e03082eb,30,right,female,99,Correct,2833
13c2695b718d431669e2dd09e03082eb,30,right,female,100,Correct,2655
13c2695b718d431669e2dd09e03082eb,30,right,female,101,Correct,2784
13c2695b718d431669e2dd09e03082eb,30,right,female,102,Correct,2471
13c2695b718d431669e2dd09e03082eb,30,right,female,103,Correct,1705
13c2695b718d431669e2dd09e03082eb,30,right,female,104,Correct,2682
13c2695b718d431669e2dd09e03082eb,30,right,female,105,Correct,1735
13c2695b718d431669e2dd09e03082eb,30,right,female,106,Correct,2564
13c2695b718d431669e2dd09e03082eb,30,right,female,107,Correct,1162
13c2695b718d431669e2dd09e03082eb,30,right,female,108,Wrong,1737
13c2695b718d431669e2dd09e03082eb,30,right,female,109,Wrong,2269
13c2695b718d431669e2dd09e03082eb,30,right,female,110,Wrong,2319
13c2695b718d431669e2dd09e03082eb,30,right,female,111,Wrong,2614
13c2695b718d431669e2dd09e03082eb,30,right,female,112,Wrong,1400
13c2695b718d431669e2dd09e03082eb,30,right,female,113,Correct,2297
13c2695b718d431669e2dd09e03082eb,30,right,female,114,Wrong,2620
13c2695b718d431669e2dd09e03082eb,30,right,female,115,Wrong,2908
13c2695b718d431669e2dd09e03082eb,30,right,female,116,Wrong,1731
13c2695b718d431669e2dd09e03082eb,30,right,female,117,Wrong,2335
13c2695b718d431669e2dd09e03082eb,30,right,female,118,Wrong,1573
13c2695b718d431669e2dd09e03082eb,30,right,female,119,Wrong,2264
13c2695b718d431669e2dd09e03082eb,30,right,female,120,Wrong,2011
13c2695b718d431669e2dd09e03082eb,30,right,female,121,Wrong,1624
13c2695b718d431669e2dd09e03082eb,30,right,female,122,Wrong,2574
13c2695b718d431669e2dd09e03082eb,30,right,female,123,Wrong,2870
13c2695b718d431669e2dd09e03082eb,30,right,female,124,Wrong,3325
13c2695b718d431669e2dd09e03082eb,30,right,female,125,Wrong,2639
13c2695b718d431669e2dd09e03082eb,30,right,female,126,Wrong,2925
13c2695b718d431669e2dd09e03082eb,30,right,female,127,Wrong,2098
13c2695b718d431669e2dd09e03082eb,30,right,female,128,Wrong,2321
13c2695b718d431669e2dd09e03082eb,30,right,female,129,Correct,1945
13c2695b718d431669e2dd09e03082eb,30,right,female,130,Wrong,4116
13c2695b718d431669e2dd09e03082eb,30,right,female,131,Wrong,1987
13c2695b718d431669e2dd09e03082eb,30,right,female,132,Wrong,1932
13c2695b718d431669e2dd09e03082eb,30,right,female,133,Correct,4472
13c2695b718d431669e2dd09e03082eb,30,right,female,134,Wrong,2996
150fa7317c3f89a03999b01962a2ad62,51,right,male,81,Correct,2141
150fa7317c3f89a03999b01962a2ad62,51,right,male,82,Correct,3548
150fa7317c3f89a03999b01962a2ad62,51,right,male,83,Correct,1569
150fa7317c3f89a03999b01962a2ad62,51,right,male,84,Correct,2116
150fa7317c3f89a03999b01962a2ad62,51,right,male,85,Correct,3715
150fa7317c3f89a03999b01962a2ad62,51,right,male,86,Correct,1924
150fa7317c3f89a03999b01962a2ad62,51,right,male,87,Correct,2128
150fa7317c3f89a03999b01962a2ad62,51,right,male,88,Correct,2936
150fa7317c3f89a03999b01962a2ad62,51,right,male,89,Correct,2408
150fa7317c3f89a03999b01962a2ad62,51,right,male,90,Correct,2063
150fa7317c3f89a03999b01962a2ad62,51,right,male,91,Correct,3165
150fa7317c3f89a03999b01962a2ad62,51,right,male,92,Correct,1894
150fa7317c3f89a03999b01962a2ad62,51,right,male,93,Correct,1607
150fa7317c3f89a03999b01962a2ad62,51,right,male,94,Correct,3465
150fa7317c3f89a03999b01962a2ad62,51,right,male,95,Correct,4005
150fa7317c3f89a03999b01962a2ad62,51,right,male,96,Correct,1977
150fa7317c3f89a03999b01962a2ad62,51,right,male,97,Correct,3220
150fa7317c3f89a03999b01962a2ad62,51,right,male,98,Wrong,2957
150fa7317c3f89a03999b01962a2ad62,51,right,male,99,Correct,1439
150fa7317c3f89a03999b01962a2ad62,51,right,male,100,Correct,1562
150fa7317c3f89a03999b01962a2ad62,51,right,male,101,Correct,2659
150fa7317c3f89a03999b01962a2ad62,51,right,male,102,Correct,1471
150fa7317c3f89a03999b01962a2ad62,51,right,male,103,Correct,2093
150fa7317c3f89a03999b01962a2ad62,51,right,male,104,Correct,2880
150fa7317c3f89a03999b01962a2ad62,51,right,male,105,Correct,2377
150fa7317c3f89a03999b01962a2ad62,51,right,male,106,Correct,1894
150fa7317c3f89a03999b01962a2ad62,51,right,male,107,Correct,1371
150fa7317c3f89a03999b01962a2ad62,51,right,male,108,Wrong,2247
150fa7317c3f89a03999b01962a2ad62,51,right,male,109,Wrong,1980
150fa7317c3f89a03999b01962a2ad62,51,right,male,110,Wrong,2479
150fa7317c3f89a03999b01962a2ad62,51,right,male,111,Wrong,2328
150fa7317c3f89a03999b01962a2ad62,51,right,male,112,Wrong,2095
150fa7317c3f89a03999b01962a2ad62,51,right,male,113,Correct,1706
150fa7317c3f89a03999b01962a2ad62,51,right,male,114,Wrong,2485
150fa7317c3f89a03999b01962a2ad62,51,right,male,115,Wrong,2142
150fa7317c3f89a03999b01962a2ad62,51,right,male,116,Wrong,1513
150fa7317c3f89a03999b01962a2ad62,51,right,male,117,Wrong,2111
150fa7317c3f89a03999b01962a2ad62,51,right,male,118,Wrong,2453
150fa7317c3f89a03999b01962a2ad62,51,right,male,119,Wrong,1835
150fa7317c3f89a03999b01962a2ad62,51,right,male,120,Wrong,2406
150fa7317c3f89a03999b01962a2ad62,51,right,male,121,Wrong,2395
150fa7317c3f89a03999b01962a2ad62,51,right,male,122,Wrong,3068
150fa7317c3f89a03999b01962a2ad62,51,right,male,123,Wrong,3414
150fa7317c3f89a03999b01962a2ad62,51,right,male,124,Wrong,3103
150fa7317c3f89a03999b01962a2ad62,51,right,male,125,Wrong,2424
150fa7317c3f89a03999b01962a2ad62,51,right,male,126,Wrong,2378
150fa7317c3f89a03999b01962a2ad62,51,right,male,127,Wrong,2202
150fa7317c3f89a03999b01962a2ad62,51,right,male,128,Wrong,4328
150fa7317c3f89a03999b01962a2ad62,51,right,male,129,Wrong,1531
150fa7317c3f89a03999b01962a2ad62,51,right,male,130,Wrong,2455
150fa7317c3f89a03999b01962a2ad62,51,right,male,131,Wrong,2736
150fa7317c3f89a03999b01962a2ad62,51,right,male,132,Wrong,1974
150fa7317c3f89a03999b01962a2ad62,51,right,male,133,Correct,1712
150fa7317c3f89a03999b01962a2ad62,51,right,male,134,Wrong,3333
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,81,Correct,3790
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,82,Correct,4654
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,83,Correct,3000
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,84,Correct,5883
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,85,Correct,1625
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,86,Correct,4122
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,87,Correct,1691
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,88,Correct,4323
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,89,Correct,2984
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,90,Correct,3675
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,91,Correct,3892
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,92,Correct,3358
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,93,Correct,5800
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,94,Correct,2334
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,95,Correct,2964
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,96,Correct,4504
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,97,Correct,2573
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,98,Correct,3318
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,99,Correct,1498
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,100,Correct,1597
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,101,Correct,1480
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,102,Correct,2410
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,103,Correct,5311
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,104,Correct,1892
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,105,Correct,2347
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,106,Correct,2042
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,107,Correct,2275
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,108,Wrong,3321
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,109,Wrong,1577
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,110,Correct,4696
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,111,Wrong,3487
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,112,Wrong,1679
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,113,Wrong,3001
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,114,Wrong,4943
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,115,Wrong,2900
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,116,Wrong,3248
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,117,Wrong,2132
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,118,Correct,2789
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,119,Wrong,1447
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,120,Wrong,2673
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,121,Wrong,1775
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,122,Wrong,8014
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,123,Wrong,3062
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,124,Wrong,4166
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,125,Wrong,3247
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,126,Wrong,2199
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,127,Wrong,2305
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,128,Wrong,6405
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,129,Wrong,2901
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,130,Wrong,3048
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,131,Wrong,2998
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,132,Wrong,1767
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,133,Correct,2096
18ce3be087c2b5a74c73bbbff03898a5,33,right,female,134,Correct,3966
18fbef9c880adb9c7416b849836e7e90,43,right,male,81,Correct,2644
18fbef9c880adb9c7416b849836e7e90,43,right,male,82,Correct,3658
18fbef9c880adb9c7416b849836e7e90,43,right,male,83,Correct,1856
18fbef9c880adb9c7416b849836e7e90,43,right,male,84,Correct,2628
18fbef9c880adb9c7416b849836e7e90,43,right,male,85,Correct,2695
18fbef9c880adb9c7416b849836e7e90,43,right,male,86,Correct,1507
18fbef9c880adb9c7416b849836e7e90,43,right,male,87,Correct,1828
18fbef9c880adb9c7416b849836e7e90,43,right,male,88,Correct,2548
18fbef9c880adb9c7416b849836e7e90,43,right,male,89,Correct,2059
18fbef9c880adb9c7416b849836e7e90,43,right,male,90,Correct,2309
18fbef9c880adb9c7416b849836e7e90,43,right,male,91,Correct,2773
18fbef9c880adb9c7416b849836e7e90,43,right,male,92,Correct,2392
18fbef9c880adb9c7416b849836e7e90,43,right,male,93,Correct,1510
18fbef9c880adb9c7416b849836e7e90,43,right,male,94,Correct,3562
18fbef9c880adb9c7416b849836e7e90,43,right,male,95,Correct,2202
18fbef9c880adb9c7416b849836e7e90,43,right,male,96,Correct,1332
18fbef9c880adb9c7416b849836e7e90,43,right,male,97,Correct,3575
18fbef9c880adb9c7416b849836e7e90,43,right,male,98,Correct,2100
18fbef9c880adb9c7416b849836e7e90,43,right,male,99,Correct,2510
18fbef9c880adb9c7416b849836e7e90,43,right,male,100,Correct,1906
18fbef9c880adb9c7416b849836e7e90,43,right,male,101,Correct,1850
18fbef9c880adb9c7416b849836e7e90,43,right,male,102,Correct,2034
18fbef9c880adb9c7416b849836e7e90,43,right,male,103,Correct,1843
18fbef9c880adb9c7416b849836e7e90,43,right,male,104,Correct,2334
18fbef9c880adb9c7416b849836e7e90,43,right,male,105,Correct,1963
18fbef9c880adb9c7416b849836e7e90,43,right,male,106,Correct,2477
18fbef9c880adb9c7416b849836e7e90,43,right,male,107,Correct,1257
18fbef9c880adb9c7416b849836e7e90,43,right,male,108,Wrong,2610
18fbef9c880adb9c7416b849836e7e90,43,right,male,109,Wrong,2404
18fbef9c880adb9c7416b849836e7e90,43,right,male,110,Wrong,1736
18fbef9c880adb9c7416b849836e7e90,43,right,male,111,Wrong,1971
18fbef9c880adb9c7416b849836e7e90,43,right,male,112,Wrong,2892
18fbef9c880adb9c7416b849836e7e90,43,right,male,113,Wrong,2141
18fbef9c880adb9c7416b849836e7e90,43,right,male,114,Wrong,2421
18fbef9c880adb9c7416b849836e7e90,43,right,male,115,Wrong,1858
18fbef9c880adb9c7416b849836e7e90,43,right,male,116,Wrong,2405
18fbef9c880adb9c7416b849836e7e90,43,right,male,117,Wrong,3513
18fbef9c880adb9c7416b849836e7e90,43,right,male,118,Wrong,1794
18fbef9c880adb9c7416b849836e7e90,43,right,male,119,Wrong,1883
18fbef9c880adb9c7416b849836e7e90,43,right,male,120,Wrong,1979
18fbef9c880adb9c7416b849836e7e90,43,right,male,121,Wrong,3212
18fbef9c880adb9c7416b849836e7e90,43,right,male,122,Wrong,3124
18fbef9c880adb9c7416b849836e7e90,43,right,male,123,Wrong,4826
18fbef9c880adb9c7416b849836e7e90,43,right,male,124,Wrong,4002
18fbef9c880adb9c7416b849836e7e90,43,right,male,125,Wrong,3341
18fbef9c880adb9c7416b849836e7e90,43,right,male,126,Wrong,3685
18fbef9c880adb9c7416b849836e7e90,43,right,male,127,Wrong,1936
18fbef9c880adb9c7416b849836e7e90,43,right,male,128,Neither correct nor wrong,4091
18fbef9c880adb9c7416b849836e7e90,43,right,male,129,Wrong,1591
18fbef9c880adb9c7416b849836e7e90,43,right,male,130,Wrong,2303
18fbef9c880adb9c7416b849836e7e90,43,right,male,131,Wrong,2938
18fbef9c880adb9c7416b849836e7e90,43,right,male,132,Wrong,1834
18fbef9c880adb9c7416b849836e7e90,43,right,male,133,Wrong,1696
18fbef9c880adb9c7416b849836e7e90,43,right,male,134,Wrong,1367
1c37be9a57b31f22d445539a8052adf1,45,right,male,81,Correct,2572
1c37be9a57b31f22d445539a8052adf1,45,right,male,82,Correct,1917
1c37be9a57b31f22d445539a8052adf1,45,right,male,83,Correct,1644
1c37be9a57b31f22d445539a8052adf1,45,right,male,84,Correct,1858
1c37be9a57b31f22d445539a8052adf1,45,right,male,85,Correct,2860
1c37be9a57b31f22d445539a8052adf1,45,right,male,86,Correct,1909
1c37be9a57b31f22d445539a8052adf1,45,right,male,87,Correct,2397
1c37be9a57b31f22d445539a8052adf1,45,right,male,88,Correct,2190
1c37be9a57b31f22d445539a8052adf1,45,right,male,89,Correct,2109
1c37be9a57b31f22d445539a8052adf1,45,right,male,90,Correct,2150
1c37be9a57b31f22d445539a8052adf1,45,right,male,91,Correct,3229
1c37be9a57b31f22d445539a8052adf1,45,right,male,92,Correct,3437
1c37be9a57b31f22d445539a8052adf1,45,right,male,93,Correct,2015
1c37be9a57b31f22d445539a8052adf1,45,right,male,94,Correct,3820
1c37be9a57b31f22d445539a8052adf1,45,right,male,95,Correct,2568
1c37be9a57b31f22d445539a8052adf1,45,right,male,96,Correct,2693
1c37be9a57b31f22d445539a8052adf1,45,right,male,97,Correct,1702
1c37be9a57b31f22d445539a8052adf1,45,right,male,98,Correct,2245
1c37be9a57b31f22d445539a8052adf1,45,right,male,99,Correct,1384
1c37be9a57b31f22d445539a8052adf1,45,right,male,100,Correct,1349
1c37be9a57b31f22d445539a8052adf1,45,right,male,101,Correct,1325
1c37be9a57b31f22d445539a8052adf1,45,right,male,102,Correct,3461
1c37be9a57b31f22d445539a8052adf1,45,right,male,103,Correct,1430
1c37be9a57b31f22d445539a8052adf1,45,right,male,104,Correct,1749
1c37be9a57b31f22d445539a8052adf1,45,right,male,105,Correct,1845
1c37be9a57b31f22d445539a8052adf1,45,right,male,106,Correct,1522
1c37be9a57b31f22d445539a8052adf1,45,right,male,107,Correct,1468
1c37be9a57b31f22d445539a8052adf1,45,right,male,108,Wrong,1838
1c37be9a57b31f22d445539a8052adf1,45,right,male,109,Wrong,1997
1c37be9a57b31f22d445539a8052adf1,45,right,male,110,Wrong,1437
1c37be9a57b31f22d445539a8052adf1,45,right,male,111,Wrong,1821
1c37be9a57b31f22d445539a8052adf1,45,right,male,112,Wrong,2101
1c37be9a57b31f22d445539a8052adf1,45,right,male,113,Correct,1526
1c37be9a57b31f22d445539a8052adf1,45,right,male,114,Wrong,2197
1c37be9a57b31f22d445539a8052adf1,45,right,male,115,Wrong,3156
1c37be9a57b31f22d445539a8052adf1,45,right,male,116,Wrong,1658
1c37be9a57b31f22d445539a8052adf1,45,right,male,117,Wrong,1806
1c37be9a57b31f22d445539a8052adf1,45,right,male,118,Wrong,3426
1c37be9a57b31f22d445539a8052adf1,45,right,male,119,Wrong,1846
1c37be9a57b31f22d445539a8052adf1,45,right,male,120,Wrong,1636
1c37be9a57b31f22d445539a8052adf1,45,right,male,121,Wrong,1461
1c37be9a57b31f22d445539a8052adf1,45,right,male,122,Wrong,1971
1c37be9a57b31f22d445539a8052adf1,45,right,male,123,Wrong,2749
1c37be9a57b31f22d445539a8052adf1,45,right,male,124,Wrong,3262
1c37be9a57b31f22d445539a8052adf1,45,right,male,125,Wrong,2382
1c37be9a57b31f22d445539a8052adf1,45,right,male,126,Wrong,2484
1c37be9a57b31f22d445539a8052adf1,45,right,male,127,Wrong,2037
1c37be9a57b31f22d445539a8052adf1,45,right,male,128,Wrong,3742
1c37be9a57b31f22d445539a8052adf1,45,right,male,129,Wrong,1843
1c37be9a57b31f22d445539a8052adf1,45,right,male,130,Wrong,3950
1c37be9a57b31f22d445539a8052adf1,45,right,male,131,Wrong,2052
1c37be9a57b31f22d445539a8052adf1,45,right,male,132,Wrong,2101
1c37be9a57b31f22d445539a8052adf1,45,right,male,133,Wrong,2139
1c37be9a57b31f22d445539a8052adf1,45,right,male,134,Wrong,5861
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,81,Correct,2371
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,82,Correct,4255
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,83,Correct,2859
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,84,Correct,3363
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,85,Neither correct nor wrong,7069
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,86,Neither correct nor wrong,2763
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,87,Correct,2467
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,88,Correct,4696
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,89,Correct,7219
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,90,Correct,5050
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,91,Correct,2517
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,92,Correct,3444
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,93,Correct,2111
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,94,Correct,2870
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,95,Correct,2509
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,96,Neither correct nor wrong,3140
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,97,Neither correct nor wrong,3455
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,98,Neither correct nor wrong,4988
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,99,Correct,2860
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,100,Correct,2202
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,101,Correct,1939
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,102,Correct,4473
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,103,Correct,2421
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,104,Correct,2389
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,105,Correct,3236
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,106,Correct,2420
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,107,Correct,1882
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,108,Wrong,1965
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,109,Wrong,3148
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,110,Wrong,1521
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,111,Wrong,2028
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,112,Wrong,1683
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,113,Wrong,2772
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,114,Wrong,1970
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,115,Wrong,2027
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,116,Wrong,1861
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,117,Wrong,2052
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,118,Wrong,2634
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,119,Wrong,1331
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,120,Wrong,3954
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,121,Wrong,1499
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,122,Wrong,2333
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,123,Wrong,3028
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,124,Correct,3683
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,125,Wrong,1502
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,126,Wrong,2621
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,127,Wrong,3107
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,128,Wrong,2653
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,129,Wrong,2939
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,130,Wrong,2694
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,131,Wrong,3004
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,132,Wrong,2739
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,133,Wrong,2539
1e0279df7f5ba62c0be05d8ebaf6505b,61,right,female,134,Wrong,1260
1e9dffc64f986815ad5f5dbcea3c4851,29,right,male,81,Correct,1167
1e9dffc64f986815ad5f5dbcea3c4851,29,right,male,82,Correct,2822
1e9dffc64f986815ad5f5dbcea3c4851,29,right,male,83,Correct,1879
1e9dffc64f986815ad5f5dbcea3c4851,29,right,male,84,Correct,1038
1e9dffc64f986815ad5f5dbcea3c4851,29,right,male,85,Correct,1644
1e9dffc64f986815ad5f5dbcea3c4851,29,right,male,86,Wrong,2233
1e9dffc64f986815ad5f5dbcea3c4851,29,right,male,87,Correct,3194
1e9dffc64f986815ad5f5dbcea3c4851,29,right,male,88,Correct,1501
1e9dffc64f986815ad5f5dbcea3c4851,29,right,male,89,Correct,5280
1e9dffc64f986815ad5f5dbcea3c4851,29,right,male,90,Correct,3212
1e9dffc64f986815ad5f5dbcea3c4851,29,right,male,91,Correct,1910
1e9dffc64f986815ad5f5dbcea3c4851,29,right,male,92,Correct,1932
1e9dffc64f986815ad5f5dbcea3c4851,29,right,male,93,Correct,2505
1e9dffc64f986815ad5f5dbcea3c4851,29,right,male,94,Correct,2154
1e9dffc64f986815ad5f5dbcea3c4851,29,right,male,95,Correct,1405
1e9dffc64f986815ad5f5dbcea3c4851,29,right,male,96,Correct,1851
1e9dffc64f986815ad5f5dbcea3c4851,29,right,male,97,Correct,1931
1e9dffc64f986815ad5f5dbcea3c4851,29,right,male,98,Correct,3167
1e9dffc64f986815ad5f5dbcea3c4851,29,right,male,99,Correct,1782
1e9dffc64f986815ad5f5dbcea3c4851,29,right,male,100,Correct,2056
